제조사,제품명,신고번호,등록일,유통기한,기능성,cluster
주식회사 코스팜,브이팩 남성용,20172880236242,20230830,제조일로부터 24개월,"[칼슘]
1) 뼈와 치아 형성에 필요
2) 신경과 근육 기능 유지에 필요
3) 정상적인 혈액응고에 필요
4) 골다공증발생 위험 감소에 도움을 줌

[밀크씨슬 추출물]
1) 간 건강에 도움을 줄 수 있음

[홍경천 추출물]
1) 스트레스로 인한 피로 개선에 도움을 줄 수 있음

[비타민C]
1) 결합조직 형성과 기능유지에 필요
2) 철의 흡수에 필요
3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[헤마토코쿠스 추출물]
1) 눈의 피로도 개선에 도움을 줄 수 있음

[옥타코사놀 함유 유지]
1) 지구력 증진에 도움을 줄 수 있음

[비타민D]
1) 칼슘과 인이 흡수되고 이용되는데 필요
2) 뼈의 형성과 유지에 필요
3) 골다공증발생 위험 감소에 도움을 줌

[아연]
1) 정상적인 면역기능에 필요
2) 정상적인 세포분열에 필요

[비타민A]
1) 어두운 곳에서 시각 적응을 위해 필요
2) 피부와 점막을 형성하고 기능을 유지하는데 필요
3) 상피세포의 성장과 발달에 필요

[비타민B6]
1) 단백질 및 아미노산 이용에 필요
2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]
1) 탄수화물과 에너지 대사에 필요

[비타민B2]
1) 체내 에너지 생성에 필요",3
(주)알피바이오,브이팩 여성용,200400170061502,20220712,제조일로부터 24개월,"[비타민B2]
(1) 체내 에너지 생성에 필요

[비타민B1]
(1) 탄수화물과 에너지 대사에 필요

[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민A]
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[헤마토코쿠스추출물]
①눈의 피로도 개선에 도움을 줄 수 있음
[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[히알루론산]
피부보습에 도움을 줄 수 있음
[L-테아닌]
① 스트레스로 인한 긴장완화에 도움을 줄 수 있음
[칼슘]
①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌",2
주식회사 코스팜,브이팩 여성용,20172880236243,20230915,제조일로부터 24개월,"[칼슘]
1) 뼈와 치아 형성에 필요
2) 신경과 근육 기능 유지에 필요
3) 정상적인 혈액응고에 필요
4) 골다공증발생 위험 감소에 도움을 줌

[테아닌]
1) 스트레스로 인한 긴장완화에 도움을 줄 수 있음

[히알루론산]
1) 피부보습에 도움을 줄 수 있음

[비타민C]
1) 결합조직 형성과 기능유지에 필요
2) 철의 흡수에 필요
3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[헤마토코쿠스 추출물]
1) 눈의 피로도 개선에 도움을 줄 수 있음

[비타민D]
1) 칼슘과 인이 흡수되고 이용되는데 필요
2) 뼈의 형성과 유지에 필요
3) 골다공증발생 위험 감소에 도움을 줌

[아연]
1) 정상적인 면역기능에 필요
2) 정상적인 세포분열에 필요

[비타민A]
1) 어두운 곳에서 시각 적응을 위해 필요
2) 피부와 점막을 형성하고 기능을 유지하는데 필요
3) 상피세포의 성장과 발달에 필요

[비타민B6]
1) 단백질 및 아미노산 이용에 필요
2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]
1) 탄수화물과 에너지 대사에 필요

[비타민B2]
1) 체내 에너지 생성에 필요",3
(주)알피바이오,브이팩 주니어(V-Pack Junior),200400170061062,20210112,제조일로부터 24개월까지,"[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

[홍삼]①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[은헁잎추출물] 기억력 개선·혈행 개선에 도움을 줄 수 있음

[혜마토코쿠스 추출물] ①눈의 피로도 개선에 도움을 줄 수 있음

[옥타코사놀 함유 유지]①지구력 증진에 도움을 줄 수 있음

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]①탄수화물과 에너지 대사에 필요

[비타민B2]①체내 에너지 생성에 필요",2
(주)한국씨엔에스팜,비바리버,200400200072800,20220318,제조일로부터 24개월까지,"[밀크씨슬추출물] 간 건강에 도움을 줄 수 있음
[홍경천추출물] 스트레스로 인한 피로 개선에 도움을 줄 수 있음
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 ③상피세포의 성장과 발달에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요 
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요  
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌 
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[나이아신] 체내 에너지 생성에 필요
[마그네슘] ①에너지 이용에 필요 ②신경과 근육 기능 유지에 필요 
[망간] ①뼈 형성에 필요 ②에너지 이용에 필요 ③유해산소로부터 세포를 보호하는데 필요 
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요 
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여",3
(주)알피바이오,비붐데일리포뮬러,20040017006934,20200617,제조일로부터 24개월,"[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2] ①체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12] ①정상적인 엽산 대사에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E] ①유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[프로폴리스추출물] ①항산화에 도움을 줄 수 있음

[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

[헤마토코쿠스추출물] ①눈의 피로도 개선에 도움을 줄 수 있음",3
주식회사 노바렉스2공장,비전 브레인 플러스(Vision Brain+)(전량수출용),200600200081082,20240628,제조일로부터 24개월,"[루테인지아잔틴복합추출물(기능성원료인정 제2018-11호)] (국문) 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈건강에 도움을 줄 수 있음, (영문) May help the eye health by maintaining the density of macular pigments which can be decreased by aging
[은행잎추출물] 기억력 개선･혈행 개선에 도움을 줄 수 있음
[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[헤마토코쿠스추출물] 눈의 피로도 개선에 도움을 줄 수 있음
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요",0
(주)한미양행 선유공장,사이클 다이어트 레드,2022001022235,20240103,제조일로부터 24개월까지,"[L-카르니틴 타르트레이트(제2012-19호)]
(국문)
체지방 감소에 도움을 줄 수 있음
운동으로 인한 피로 개선에 도움을 줄 수 있음
(영문)
May help to reduce body fat
May help to reduce fatigue during endurance exercise

[은행잎 추출물]
기억력 개선･혈행 개선에 도움을 줄 수 있음

[비타민B1]
탄수화물과 에너지 대사에 필요

[나이아신]
체내 에너지 생성에 필요

[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B6]
단백질 및 아미노산 이용에 필요
혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비오틴]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민C]
결합조직 형성과 기능유지에 필요
철의 흡수에 필요
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",3
코스맥스바이오(주),30 DAYS IMMUNITY MULTI PACK (전량수출용),200400200023186,20220531,제조일로부터 18개월,"1) 홍삼 : 면역력 증진 · 피로개선 · 혈소판 응집억제를 통한 혈액흐름 · 기억력 개선 · 항산화에 도움을 줄 수 있음.
2) 프로바이오틱스 : 유산균 증식 및 유해균 억제 · 배변활동 원활 · 장 건강에 도움을 줄 수 있음.
3) 테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음.
4) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
5) 비타민B1 : 탄수화물과 에너지 대사에 필요.
6) 비타민B2 : 체내 에너지 생성에 필요.
7) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
8) 비타민B12 : 정상적인 엽산 대사에 필요.
9) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
10) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
11) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요. ",3
코스맥스바이오(주),7days 눈 피로 집중케어 루테올린 GR,200400200023514,20231107,제조일로부터 2년.,"1) 차즈기추출물 : 눈의 피로도 개선에 도움을 줄 수 있음
2) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
3) 비타민B1 : 탄수화물과 에너지 대사에 필요
4) 비타민B2 : 체내 에너지 생성에 필요
5) 비타민B12 : 정상적인 엽산 대사에 필요
6) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
7) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
8) 나이아신 : 체내 에너지 생성에 필요
9) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",3
(주)한국씨엔에스팜,슈퍼크리티컬루테인,200400200072642,20210622,제조일로부터 24개월까지,"[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[헤마토코쿠스추출물] 눈의 피로도 개선에 도움을 줄 수 있음
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[비타민C] 결합조직 형성과 기능유지에 필요 / 철의 흡수에 필요 / 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요",0
(주)한국씨엔에스팜,스마트캡(전량수출용),200400200072044,20181019,제조일로부터 24개월까지,"[루테인] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[헤마토코쿠스추출물] 눈의 피로도 개선에 도움을 줄 수 있음
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③유해산소로부터 세포를 보호하는데 필요
[비타민E] 유해산소로부터 세포를 보호하는데 필요
[구리] ①철의 운반과 이용에 필요 ②유해산소로부터 세포를 보호하는데 필요
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요",0
코스맥스바이오(주),스키니 에너지업,200400200022780,20210310,제조일로부터 18개월,"1) L-카르니틴타르트레이트 : 체지방 감소에 도움을 줄 수 있음, 운동으로 인한 피로 개선에 도움을 줄 수 있음.
2) 프락토올리고당 : 장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음
3) 히알루론산 : 피부보습에 도움을 줄 수 있음
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
6) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
7) 나이아신 : 체내 에너지 생성에 필요.
8) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
9) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요",3
주식회사 노바렉스2공장,스트레스 엔 피로 개선 & 간 건강 면역 에너지 샷 (Stress and Fatigue & Liver Care Immune Energy Shot),200600200081183,20250107,제조일로부터 18개월,"[마그네슘] 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[밀크씨슬(카르두스마리아누스)추출물] 간 건강에 도움을 줄 수 있음
[홍경천추출물] 스트레스로 인한 피로 개선에 도움을 줄 수 있음
[나이아신] 체내 에너지 생성에 필요
[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",3
(주)알피바이오,스트레스&피로개선 홍경천 멀티비타민 맥스,200400170061768,20241108,제조일로부터 24개월,"[홍경천 추출물]
스트레스로 인한 피로 개선에 도움을 줄 수 있음
[비타민B1]
(1) 탄수화물과 에너지 대사에 필요
[비타민B2]
(1) 체내 에너지 생성에 필요
[나이아신]
①체내 에너지 생성에 필요
[판토텐산]
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B12]
(1) 정상적인 엽산 대사에 필요
[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",3
코스맥스바이오(주),스트레스케어 플러스 멀티비타민&이뮨,200400200023423,20230626,제조일로부터 2년,"1) 테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음.
2) 홍경천추출물 : 스트레스로 인한 피로 개선에 도움을 줄 수 있음.
3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
4) 비타민B1 : 탄수화물과 에너지 대사에 필요.
5) 비타민B2 : 체내 에너지 생성에 필요.
6) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
7) 비타민B12 : 정상적인 엽산 대사에 필요.
8) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
9) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
10) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
11) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요. 
12) 나이아신 : 체내 에너지 생성에 필요.　
13) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
14) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
15) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
16) 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요.
17) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
18) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
19) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
20) 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요. 
21) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
22) 몰리브덴 : 산화 · 환원 효소의 활성에 필요. 
23) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여.",3
코스맥스바이오(주),슬림앤부스트,200400200022594,20200610,제조일로부터 18개월,"1) L-카르니틴타르트레이트 : 체지방 감소에 도움을 줄 수 있음, 운동으로 인한 피로 개선에 도움을 줄 수 있음.
2) 난소화성말토덱스트린 : 배변활동 원활에 도움을 줄 수 있음. 
3) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
4) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
5) 나이아신 : 체내 에너지 생성에 필요.
6) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",3
콜마비앤에이치(주)음성공장,아드케어비타민부스터,200600200032220,20211110,제조일로부터 24개월,"1) 테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음
2) 홍경천추출물 : 스트레스로 인한 피로 개선에 도움을 줄 수 있음
3) 비타민B1 : 탄수화물과 에너지 대사에 필요
4) 비타민B2 : 체내 에너지 생성에 필요
5) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
6) 비타민B12 : 정상적인 엽산 대사에 필요
7) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
8) 나이아신 : 체내 에너지 생성에 필요
9) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
10) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
11) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",3
광동헬스바이오(주) 2공장,아레즈2,200400200141635,20230206,제조일로부터 24개월,"[헤마토코쿠스추출물]
눈의 피로도 개선에 도움을 줄 수 있음
[마리골드꽃추출물]
노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[EPA 및 DHA 함유 유지]
혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[구리]
①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요",0
엔피케이(주),아스타루테인204,20100019004951,20191127,제조일부터 24 개월,"[헤마토코쿠스추출물] 눈의 피로도 개선에 도움을 줄 수 있음
[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요",0
주식회사 노바렉스2공장,아스타잔틴7 루테인지아잔틴,200600200081144,20241004,제조일로부터 24개월,"[루테인지아잔틴복합추출물20%(제2013-23호)] (국문) 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈건강에 도움을 줄 수 있음 (영문) May help the eye health by maintaining the density of macular pigments which can be decreased by aging
[헤마토코쿠스추출물] 눈의 피로도 개선에 도움을 줄 수 있음
[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[나이아신] 체내 에너지 생성에 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요",0
안국건강(주),아이세이프 아스타뷰,201200151115,20150522,제조일로부터 24개월,"[헤마토코쿠스추출물 제품]눈의 피로도 개선에 도움을 줄 수 있음.
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
",3
코스맥스엔비티(주),아이원 루테인 아스타잔틴,200700170352668,20240325,제조일로부터 24개월,"[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민C]
결합조직 형성과 기능유지에 필요
철의 흡수에 필요
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연]
정상적인 면역기능에 필요
정상적인 세포분열에 필요

[마리골드꽃추출물]
노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈건강에 도움을 줄 수 있음

[헤마토코쿠스 추출물]
눈의 피로도 개선에 도움을 줄 수 있음",0
(주)서흥,아이클리어 루테인아스타잔틴,200400200061311,20180824,제조일부터 24개월,"헤마토코쿠스 추출물 : 눈의 피로도 개선에 도움을 줄 수 있음
비타민C : ① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요 ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
아연 : ① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요
비타민A : ① 어두운 곳에서 시각 적응을 위해 필요② 피부와 점막을 형성하고 기능을 유지하는데 필요 ③ 상피세포의 성장과 발달에 필요 
마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음",0
(주)알피바이오,아이클리어 루테인아스타잔틴,200400170061583,20221227,24개월,"[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

[헤마토코쿠스추출물] ①눈의 피로도 개선에 도움을 줄 수 있음

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요",0
(주)서흥,아이클리어 루테인아스타잔틴DS,200400200061788,20220907,제조일로부터 24개월,"은행잎추출물 : 기억력 개선･혈행 개선에 도움을 줄 수 있음
마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
헤마토코쿠스 추출물 : 눈의 피로도 개선에 도움을 줄 수 있음
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로터  세포를 보호하는데 필요
셀렌 : 유해산소로부터 세포를 보호하는데 필요
베타카로틴 : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요",3
종근당건강(주),아이클리어 루테인지아잔틴 아스타잔틴,20040020016678,20240306,제조일로부터 24개월,"[루테인지아잔틴복합추출물(제2018-4호)]
(국문) 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
(영문) May help the eye health by maintaining the density of macular pigments which can be decreased by aging

[헤마토코쿠스추출물]
① 눈의 피로도 개선에 도움을 줄 수 있음

[비타민C]
① 결합조직 형성과 기능유지에 필요
② 철의 흡수에 필요
③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민E]
① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연]
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요

[비타민A]
① 어두운 곳에서 시각 적응을 위해 필요
② 피부와 점막을 형성하고 기능을 유지하는데 필요
③ 상피세포의 성장과 발달에 필요",0
