제품명,기능성,processed_text
백세혈당혈압케어 플러스,"1) 코엔자임Q10 : 항산화·높은 혈압 감소에 도움을 줄 수 있음
2) 바나바잎추출물 : 식후 혈당상승 억제에 도움을 줄 수 있음
3) 홍국 : 혈중 콜레스테롤 개선에 도움을 줄 수 있음
4) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
5) 셀렌 : 유해산소로부터 세포를 보호하는데 필요",코엔자임 항산화 혈압 감소 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 홍국 콜레스테롤 줄 수 아연 면역 셀렌 산소
밸러니티 두뇌 기억력 인지력 개선엔 PS 포스파티딜세린 징코,"1) 은행잎추출물 : 기억력 개선·혈행 개선에 도움을 줄 수 있음.
2) 포스파티딜세린 : 노화로 인해 저하된 인지력 개선 · 자외선에 의한 피부 손상으로부터 피부 건강 유지 · 피부보습에 도움을 줄 수 있음.
3) 비타민B12 : 정상적인 엽산 대사에 필요.
4) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.
5) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
6) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
7) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
8) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
9) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여.",은행 잎 물 기억 혈행 줄 수 포스 파티 딜 세린 노화 저하 인지력 자외선 피부 손상 피부 피부 보습 줄 수 비타민 엽산 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 엽산 혈액 생 태아 경관 혈액 시스테인 아연 면역 셀렌 산소 크롬 지방 단백질 관여
밸러니티 올인원 31 멀티솔루션 멀티팩 포 맨,"1) 코엔자임Q10 : 항산화 · 높은 혈압 감소에 도움을 줄 수 있음.
2) 밀크씨슬추출물 : 간 건강에 도움을 줄 수 있음.
3) EPA 및 DHA 함유 유지 : 혈중 중성지질 개선 · 혈행 개선 · 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음.
4) 옥타코사놀 함유 유지 : 지구력 증진에 도움을 줄 수 있음.
5) 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음.
6) 헤마토코쿠스추출물 : 눈의 피로도 개선에 도움을 줄 수 있음.
7) 쏘팔메토열매추출물 : 전립선 건강의 유지에 도움을 줄 수 있음.
8) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
9) 베타카로틴 : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
10) 비타민B1 : 탄수화물과 에너지 대사에 필요.
11) 비타민B2 : 체내 에너지 생성에 필요.
12) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
13) 비타민B12 : 정상적인 엽산 대사에 필요.
14) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
15) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.
16) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
17) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요.
18) 나이아신 : 체내 에너지 생성에 필요.
19) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
20) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
21) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
22) 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증 발생 위험 감소에 도움을 줌.
23) 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요.
24) 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요.
25) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
26) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.
27) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
28) 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요.
29) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.
30) 몰리브덴 : 산화·환원 효소의 활성에 필요.
31) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여.",코엔자임 항산화 혈압 감소 줄 수 밀크 슬 물 간 줄 수 중성 지질 혈행 눈 눈 줄 수 옥 타코 놀 지구력 줄 수 마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 헤 마토 코 쿠스 물 눈 피로 줄 수 팔메 토 물 전립선 줄 수 비타민 곳 피부 점막 상피세포 베타카로틴 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육 철 산소 운반 혈액 생 에너지 생 아연 면역 구리 철 운반 산소 셀렌 산소 요오드 갑상선 호르몬 에너지 생 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
밸러니티 혈당 콜레스테롤 토탈솔루션 바나바 & 카테킨,"1) 녹차추출물 : 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음.
2) 바나바잎추출물 : 식후 혈당상승 억제에 도움을 줄 수 있음.
3) 비타민B1 : 탄수화물과 에너지 대사에 필요.
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 비타민B12 : 정상적인 엽산 대사에 필요.
6) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
7) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
8) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
9) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
10) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여.",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 칼슘 인 뼈 골다공증 감소 엽산 혈액 생 태아 경관 혈액 시스테인 아연 면역 셀렌 산소 크롬 지방 단백질 관여
밸런스 멀티비타민미네랄,"[비타민A]
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민B1]
①탄수화물과 에너지 대사에 필요

[비타민B2]
①체내 에너지 생성에 필요

[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[나이아신]
①체내 에너지 생성에 필요

[판토텐산]
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비오틴]
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민B12]
①정상적인 엽산 대사에 필요

[비타민E]
①유해산소로부터 세포를 보호하는데 필요

[비타민K]
①정상적인 혈액응고에 필요②뼈의 구성에 필요

[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[철]
①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

[망간]
①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

[몰리브덴]
①산화,환원 효소의 활성에 필요

[셀렌]
①유해산소로부터 세포를 보호하는데 필요

[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[구리]
①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

[마그네슘]
①에너지 이용에 필요②신경과 근육 기능 유지에 필요",비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 엽산 혈액 생 태아 경관 혈액 시스테인 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비오틴 지방 단백질 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비타민 엽산 비타민 산소 비타민 혈액 뼈 구성 비타민 철 산소 철 산소 운반 혈액 생 에너지 생 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 셀렌 산소 아연 면역 구리 철 운반 산소 마그네슘 에너지 신경 근육
밸런스 비타민B,"[나이아신] ①체내 에너지 생성에 필요

[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2] ①체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[셀레늄(또는 셀렌)] ①유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여
",나이아신 에너지 생 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 셀레늄 셀렌 산소 아연 면역 크롬 지방 단백질 관여
밸런스 비타민B Energy Blend,"[비타민B1] 탄수화물과 에너지 대사에 필요 
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요  
[비타민C] 결합조직 형성과 기능유지에 필요 / 철의 흡수에 필요 / 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[나이아신] 체내 에너지 생성에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산] 세포와 혈액생성에 필요 / 태아 신경관의 정상 발달에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 
[마그네슘] 에너지 이용에 필요 / 신경과 근육 기능 유지에 필요 
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요 
[구리] 철의 운반과 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요 
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여 

",비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 마그네슘 에너지 신경 근육 아연 면역 구리 철 운반 산소 셀렌 산소 크롬 지방 단백질 관여
밸런스 플러스 비타민 + 미네랄,"[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌 
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민K] 정상적인 혈액응고에 필요 / 뼈의 구성에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요 
[비타민B2] 체내 에너지 생성에 필요
[나이아신] 체내 에너지 생성에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[엽산] 세포와 혈액생성에 필요 / 태아 신경관의 정상 발달에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요  
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민C] 결합조직 형성과 기능유지에 필요 / 철의 흡수에 필요 / 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 
[철] 체내 산소운반과 혈액생성에 필요 / 에너지 생성에 필요 
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요 
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[망간] 뼈 형성에 필요 / 에너지 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요 
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여 
[몰리브덴] 산화·환원 효소의 활성에 필요
[구리] 철의 운반과 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요
[마그네슘] 에너지 이용에 필요 / 신경과 근육 기능 유지에 필요  ",비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산 비오틴 지방 단백질 에너지 생 비타민 철 항산화 산소 철 산소 운반 혈액 생 에너지 생 아연 면역 셀렌 산소 망간 뼈 에너지 산소 크롬 지방 단백질 관여 몰리브덴 산화 환원 효소 활 구리 철 운반 산소 마그네슘 에너지 신경 근육
밸런스업 시크릿케어 유산균,"* 셀레늄(or 셀렌)
① 유해산소로부터 세포를 보호하는데 필요

* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요

* 프로바이오틱스
① 유산균 증식 및 유해균 억제에 도움을 줄 수 있음
② 배변활동 원활에 도움을 줄 수 있음
③ 장건강에 도움을 줄 수 있음",셀레늄 셀렌 산소 아연 면역 프로바이오틱스 유산균 균 줄 수 배변 줄 수 장 줄 수
밸런스탑 멀티비타민&미네랄 Balance Top Multivitamin&Mineral,"- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌
- 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
- 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 셀렌 : 유해산소로부터 세포를 보호하는데 필요
- 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요
- 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 몰리브덴 : 산화･환원 효소의 활성에 필요
- 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여",비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육 철 산소 운반 혈액 생 에너지 생 아연 면역 구리 철 운반 산소 셀렌 산소 요오드 갑상선 호르몬 에너지 생 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
밸런스팡팡 키즈 아연 면역젤리,"1) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
2) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
3) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.",비타민 항산화 산소 아연 면역 셀렌 산소
버닝다이어트,"[콜레우스포스콜리(제 2012-5호)] 체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급)

[홍국] ①혈중 콜레스테롤 개선에 도움을 줄 수 있음

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B2] ①체내 에너지 생성에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[셀렌] ①유해산소로부터 세포를 보호하는데 필요",콜 레우스 포스 콜리 호 체지방 감소 줄 수 생리 활 홍국 콜레스테롤 줄 수 비타민 철 항산화작용 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 아연 면역 셀렌 산소
번&에너지 인텐스,"[콜레우스 포스콜리 추출물]체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급)
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
",콜 레우스 포스 콜리 물 체지방 감소 줄 수 생리 활 셀레늄 셀렌 산소 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생
베네비타 루테인 아스타잔틴,"1) 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음.
2) 헤마토코쿠스추출물 : 눈의 피로도 개선에 도움을 줄 수 있음.
3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
4) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
5) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
6) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.",마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 헤 마토 코 쿠스 물 눈 피로 줄 수 비타민 곳 피부 점막 상피세포 비타민 항산화 산소 아연 면역 셀렌 산소
베네비타 밸런스 멀티팩,"[비타민A]
ㆍ어두운 곳에서 시각 적응을 위해 필요ㆍ피부와 점막을 형성하고 기능을 유지하는데 필요ㆍ상피세포의 성장과 발달에 필요 
[비타민D]
ㆍ칼슘과 인이 흡수되고 이용되는데 필요ㆍ뼈의 형성과 유지에 필요ㆍ골다공증발생 위험 감소에 도움을 줌 
[비타민E]
ㆍ항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 
[비타민K]
ㆍ정상적인 혈액응고에 필요ㆍ뼈의 구성에 필요 
[비타민C]
ㆍ결합조직 형성과 기능유지에 필요ㆍ철의 흡수에 필요ㆍ항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B2]
ㆍ체내 에너지 생성에 필요 
[나이아신]
ㆍ체내 에너지 생성에 필요 
[비타민B1]
ㆍ탄수화물과 에너지 대사에 필요 
[비타민B6]
ㆍ단백질 및 아미노산 이용에 필요ㆍ혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 
[비타민B12]
ㆍ정상적인 엽산 대사에 필요 
[판토텐산]
ㆍ지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 
[엽산]
ㆍ세포와 혈액생성에 필요ㆍ태아 신경관의 정상 발달에 필요ㆍ혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 
[비오틴]
ㆍ지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 
[아연]
ㆍ정상적인 면역기능에 필요ㆍ정상적인 세포분열에 필요 
[구리]
ㆍ철의 운반과 이용에 필요ㆍ유해산소로부터 세포를 보호하는데 필요 
[망간]
ㆍ뼈 형성에 필요ㆍ에너지 이용에 필요ㆍ유해산소로부터 세포를 보호하는데 필요
[철]
ㆍ체내 산소운반과 혈액생성에 필요ㆍ에너지 생성에 필요 
[마그네슘]
ㆍ에너지 이용에 필요ㆍ신경과 근육 기능 유지에 필요 
[셀렌]
ㆍ유해산소로부터 세포를 보호하는데 필요 
[몰리브덴]
ㆍ산화·환원 효소의 활성에 필요 
[크롬]
ㆍ체내 탄수화물, 지방, 단백질 대사에 관여 
[요오드]
ㆍ갑상선 호르몬의 합성에 필요ㆍ에너지 생성에 필요ㆍ신경발달에 필요 
[칼슘]
ㆍ뼈와 치아 형성에 필요ㆍ신경과 근육 기능 유지에 필요ㆍ정상적인 혈액응고에 필요ㆍ골다공증발생 위험 감소에 도움을 줌 ",비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 비타민 철 항산화 산소 비타민 에너지 생 나이아신 에너지 생 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 아연 면역 구리 철 운반 산소 망간 뼈 에너지 산소 철 산소 운반 혈액 생 에너지 생 마그네슘 에너지 신경 근육 셀렌 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여 요오드 갑상선 호르몬 에너지 생 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소
베네핏 슬림 시너지,"[콜레우스포스콜리 추출물]체지방 감소에 도움을 줄 수 있음[생리활성기능 2등급]
[녹차추출물]①항산화․체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
[바나바잎추출물]①식후 혈당상승 억제에 도움을 줄 수 있음
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요",콜 레우스 포스 콜리 물 체지방 감소 줄 수 생리 활 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 비타민 철 항산화 산소 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 생 판토텐산 지방 단백질 에너지 생 셀레늄 셀렌 산소
베라라이프 유기농 비타민D 1000IU,"[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌 
[셀렌] 유해산소로부터 세포를 보호하는데 필요",비타민 칼슘 인 뼈 골다공증 감소 셀렌 산소
베라핏 라이트 ,"1)콜레우스 포스콜리 추출물- 체지방 감소에 도움을 줄 수 있음 
2)비타민B1- 탄수화물과 에너지 대사에 필요
3)비타민B2- 체내 에너지 생성에 필요
4)비타민B6- 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
5)판토텐산- 지방,탄수화물,단백질 대사와 에너지 생성에 필요
6)셀렌- 유해산소로부터 세포를 보호하는데 필요
",콜 레우스 포스 콜리 물 체지방 감소 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생 셀렌 산소
베러 플로우,"[EPA 및 DHA 함유 유지] 혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음
[코엔자임Q10] 항산화·높은 혈압 감소에 도움을 줄 수 있음
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",중성 지질 혈행 줄 수 코엔자임 항산화 혈압 감소 줄 수 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 셀렌 산소 아연 면역 엽산 혈액 생 태아 경관 혈액 시스테인
