제조사,제품명,신고번호,등록일,유통기한,기능성
(주)세종바이오팜,비오틴 프리미엄 솔루션 (전량수출용),20190009105370,20240423,제조일로부터 36개월까지,"(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)한국씨엔에스팜,비오틴 플러스,200400200072714,20211103,제조일로부터 24개월까지,"[EPA및DHA함유유지] 혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음
[비타민C] 결합조직 형성과 기능유지에 필요 / 철의 흡수에 필요 / 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요"
(주)비오팜,비오틴 플러스,200400170211235,20220117,제조일로부터 24개월까지,"[비오틴] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
우리바이오(주),비오틴 플러스,20190009483327,20221025,제조일로부터 24개월까지,"①정상적인 면역기능에 필요②정상적인 세포분열에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
주식회사 노바렉스,비오틴 플러스 맥스 여성용,200400200082563,20220802,제조일로부터 24개월,"①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
(1) 탄수화물과 에너지 대사에 필요
①유해산소로부터 세포를 보호하는데 필요
①체내 에너지 생성에 필요
(1) 체내 에너지 생성에 필요
(1) 체내 탄수화물, 지방, 단백질 대사에 관여
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
(1) 정상적인 엽산 대사에 필요
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
우리바이오(주),비오틴 플러스(Biotin Plus),20190009483102,20201014,제조일로부터 24개월,"①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)비오팜,비오틴&다이어트,200400170211541,20230724,제조일로부터 24개월,"[가르시니아캄보지아 추출물] ①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
[나이아신] ①체내 에너지 생성에 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민 B1] ①탄수화물과 에너지 대사에 필요
[비타민 B2] ①체내 에너지 생성에 필요
[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)생명과학,비오틴+,20040020038179,20230825,제조일로 부터 2년,"[비오틴](1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[판토텐산](1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
코스맥스바이오(주),비오틴+,200400200023491,20231011,제조일로부터 2년,"지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)오투바이오,비오틴10000,20130020008433,20230502,제조일로부터 24개월,"(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

(1) 탄수화물과 에너지 대사에 필요

①유해산소로부터 세포를 보호하는데 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
(주)파마피아,비오틴10000 건조효모 셀레늄 11종 복합 기능성,2020000997254,20250106,제조일로부터 2년,"[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌
[비타민B1]탄수화물과 에너지 대사에 필요
[비타민B2]체내 에너지 생성에 필요
[판토텐산]지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[엽산]①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]정상적인 엽산 대사에 필요
[비오틴]지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민C]①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
[셀레늄]유해산소로부터 세포를 보호하는데 필요"
(주)유유헬스케어,비오틴1500프리미엄,200400151071232,20241107,제조일로부터 24개월까지,"(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
대원헬스케어 주식회사 2공장,비오틴3000,20172880193118,20221031,제조일로부터 24개월까지,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
주)팜크로스,비오틴5000,200400151101084,20220608,제조일로부터 24개월,"(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)뉴팜,비오틴5000,20040017014582,20200408,제조일로부터 24개월,"①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요"
동서바이오팜(주),비오틴5000,20040017025580,20201130,제조일로부터 24개월까지,"[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
"
(주)한풍네이처팜,비오틴5000비타민B컴플렉스9,20120019007422,20210804,제조일로부터 24개월까지,"- 비타민B2 : 체내 에너지 생성에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민B12 : 정상적인 엽산 대사에 필요"
동서바이오팜(주) 안성공장,비오틴5000프리미엄,20220011370202,20241125,제조일로부터 24개월,"(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)한풍네이처팜,비오틴7000+,20120019007665,20221221,제조일로부터 24개월까지,"[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
(주)한국씨엔에스팜,비오틴900,200400200072724,20211116,24개월,"[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요"
(주)케이지앤에프,비오틴ACE,20040016020156,20190717,제조일로부터 24개월,"①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①유해산소로부터 세포를 보호하는데 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
주식회사 노바렉스,비오틴메이드,200400200082236,20210107,제조일로부터 24개월,"①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
①탄수화물과 에너지 대사에 필요
①유해산소로부터 세포를 보호하는데 필요
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
①체내 탄수화물, 지방, 단백질 대사에 관여"
콜마비앤에이치(주)음성공장,비오틴부스터,200600200032441,20220603,제조일로부터 24개월,"- 비타민 A : ① 어두운 곳에서 시각 적응을 위해 필요, ② 피부와 점막을 형성하고 기능을 유지하는데 필요,  ③ 상피세포의 성장과 발달에 필요
- 비타민 C : ① 결합조직 형성과 기능유지에 필요, ② 철의 흡수에 필요, ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D :  ① 칼슘과 인이 흡수되고 이용되는데 필요, ② 뼈의 형성과 유지에 필요, ③ 골다공증발생 위험 감소에 도움을 줌
- 나이아신 : ① 체내 에너지 생성에 필요
- 비오틴 : ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 아연 : ① 정상적인 면역기능에 필요, ② 정상적인 세포분열에 필요
- 셀렌 : ① 유해산소로부터 세포를 보호하는데 필요"
코스맥스바이오(주),비오틴부스터,200400200023700,20240717,제조일로부터 2년.,"1) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
2) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요."
동서바이오팜(주),비오틴셀렌효모플러스비타민,20040017025642,20211221,제조일로부터 24개월,"[셀레늄]①유해산소로부터 세포를 보호하는데 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민B1]①탄수화물과 에너지 대사에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B2]①체내 에너지 생성에 필요

[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)바이오 로제트,비오틴업,20040017015304,20210430,제조일로부터 24개월까지,"①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)허브큐어,비오틴올로지,20040015162294,20190521,제조일로부터 2년까지,"①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요"
주식회사한미양행,비오틴을 채우다,200400150831437,20210125,제조일로부터 24개월까지,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 엽산 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①탄수화물과 에너지 대사에 필요"
일양약품(주),비오틴프리미엄블랙,20040017068223,20210804,제조일부터 24개월까지,"[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
한국바이오팜(주)에이치피,비오틴플러스,20040020046563,20190429,제조일로부터 24개월,"①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요"
(주)씨티씨바이오,비오팅,20040017059299,20241101,제조일로부터 24개월,"[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[나이아신] 체내 에너지 생성에 필요

[비타민C] ① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요 ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[셀렌] 유해산소로부터 세포를 보호하는데 필요

[구리] ① 철의 운반과 이용에 필요 ② 유해산소로부터 세포를 보호하는데 필요

[아연] ① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요

[비타민B12] 정상적인 엽산 대사에 필요

[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민A] ① 어두운 곳에서 시각 적응을 위해 필요 ② 피부와 점막을 형성하고 기능을 유지하는데 필요 ③ 상피세포의 성장과 발달에 필요

[비타민D] ① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증발생 위험 감소에 도움을 줌

[비타민B1] 탄수화물과 에너지 대사에 필요

[엽산] ① 세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요 ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
(주)비오팜,비오팜 멀티비타,20040017021965,20200508,제조일로부터 24개월,"[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민B1] ①탄수화물과 에너지 대사에 필요

[나이아신] ①체내 에너지 생성에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요, ②철의 흡수에 필요, ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[셀레늄(또는 셀렌)] ①유해산소로부터 세포를 보호하는데 필요"
(주)비오팜,비오팜 멀티비타민,20040017021949,20200414,제조일로부터 24개월,"[나이아신] ①체내 에너지 생성에 필요

[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2] ①체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12] ①정상적인 엽산 대사에 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민K] ①정상적인 혈액응고에 필요②뼈의 구성에 필요

[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

[몰리브덴] ①산화,환원 효소의 활성에 필요

[셀레늄(또는 셀렌)] ①유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
(주)비오팜,비오팜 면역+비타,20040017021991,20200717,제조일로부터 24개월,"[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[나이아신] ①체내 에너지 생성에 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
(주)비오팜,비오팜 비타민B6+비타민B12+비타민C+비타민D+엽산+철,20040017021964,20200508,제조일로부터 24개월,"[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12] ①정상적인 엽산 대사에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[철] ①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요"
(주)비오팜,비오팜 비타민C+아연,20040017021987,20200708,제조일로부터 24개월,"[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요, ②철의 흡수에 필요, ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
(주)비오팜,비오팜 신바이오틱스 ,20040017021867,20190702,제조일로부터 18개월,"[프락토올리고당] ① 장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음

[프로바이오틱스] ①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음 "
(주)비오팜,비오팜 쏘팔메토,20040017021819,20181205,제조일로부터 24개월 ,"[쏘팔메토열매추출물] ①전립선 건강의 유지에 도움을 줄 수 있음

[옥타코사놀함유유지 제품] ①지구력 증진에 도움을 줄 수 있음

[비타민E] ①유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
(주)비오팜,비오팜 아연,20040017021953,20200417,제조일로부터 24개월,[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
(주)비오팜,비오팜 오메가3,20040017021772,20180413,제조일로부터 24개월 ,[EPA 및 DHA 함유 유지]①혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
(주)비오팜,비오팜 올인원 칼슘,200400170211426,20221222,제조일로부터 24개월,"[칼슘] ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[폴리감마글루탐산] ①체내 칼슘흡수 촉진에 도움을 줄 수 있음
[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민K] (1) 정상적인 혈액응고에 필요 (2) 뼈의 구성에 필요"
(주)비오팜,비오팜 이뮨,200400170211141,20210817,제조일로부터 24개월까지,"[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12] ①정상적인 엽산 대사에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[나이아신] ①체내 에너지 생성에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
(주)비오팜,비오팜 클로렐라,20040017021619,20161027,제조일로부터 24개월 ,"[클로렐라]①피부건강에 도움을 줄 수 있음 ②항산화에 도움을 줄 수 있음

[비타민B1]①탄수화물과 에너지 대사에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
(주)비오팜,비오팜 클로렐라 플러스,200400170211542,20230727,제조일로부터 24개월,"[클로렐라] ①피부건강·항산화에 도움을 줄 수 있음
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[구리] ①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요"
(주)비오팜,비오팜 표고버섯균사체AHCC,20040017021915,20191213,제조일로부터 24개월,[표고버섯균사체 AHCC(제2008-78호)] 면역기능 증진에 도움을 줄 수 있습니다(기타기능II)
주식회사 상상바이오,비오프랑,2020001605291,20230228,제조일로부터 24 개월,"[판토텐산,비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)오투바이오,비오프랑,20130020008474,20231128,제조일로부터 24개월 ,"[비오틴, 판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
주식회사한미양행,비오프랑,200400150832118,20240726,제조일로부터 24개월까지,"[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
태웅식품(주),비올라,20040020003140,20150522,제조일로부터 24개월,"[N-아세틸글루코사민 제품]①관절 및 연골 건강에 도움②피부보습에 도움을 줄 수 있음
"
한독화장품(주),비올라이트,2011001701620,20191022,24개월,"①배변활동 원활에 도움을 줄 수 있음

①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음"
(주)한풍네이처팜,비올제 슬림모닝,20120019007743,20230515,제조일로부터 18개월까지,"[가르시니아캄보지아 추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
[프로바이오틱스] 유산균 증식 및 유해균 억제, 배변활동 원활, 장 건강에 도움을 줄 수 있음"
(주)씨티씨바이오,비욘드비타 바이탈 비타민C 3000,20040017059253,20230524,제조일로부터 36개월,①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
(주)씨티씨바이오,비욘드비타 바이탈 비타민C&D 2000,20040017059303,20250224,제조일로부터 24개월,"[비타민c] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌"
(주)씨티씨바이오,비욘드비타 비타민C 2000,20040017059297,20241010,제조일로부터 24개월,①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
(주)아오스,비우다 장선생,2014002001249,20200212,18개월,"① 유산균 증식 및 유해균 억제·배변활동 원활·장건강에 도움을 줄 수 있음

①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음"
바이오디피씨(주),비우리,2023000462443,20241108,제조일로부터 2년까지,"[녹차추출물]
1) 항산화 · 체지방 감소 · 혈중 콜레스테롤 개선에 도움을 줄 수 있음"
엠에스바이오텍(주),비우미 다이어트,20040020020397,20150522,제조일로부터 24개월,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
"
코스맥스엔비티(주),비우미너,200700170352529,20230913,제조일로부터 24개월,"[차전자피식이섬유]
혈중 콜레스테롤 개선･배변활동 원활에 도움을 줄 수 있음"
코스맥스바이오(주),비우밍(Biuming),200400200023310,20230127,제조일로부터 18개월,"1) 가르시니아캄보지아추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음.
2) 난소화성말토덱스트린 : 식후 혈당상승 억제·혈중 중성지질 개선·배변활동 원활에 도움을 줄 수 있음."
(주)충청바이오텍,비우소,2015001205516,20190802,제조일로부터 24개월,①배변활동 원활에 도움을 줄 수 있음
콜마비앤에이치(주)음성공장,비우자,200600200031184,20171027,제조일로부터 18개월 ,- 난소화성말토덱스트린 : 식후 혈당상승 억제･배변활동 원활에 도움을 줄 수 있음
주)팜크로스,비울 때 무꼬,200400151101024,20210818,제조일로부터 24개월,"①배변활동 원활에 도움을 줄 수 있음

①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
한국바이오팜(주)에이치피,비울땐 확실하게 차전자피식이섬유,20040020046658,20221018,24개월,[차전자피식이섬유] 배변활동 원활에 도움을 줄 수 있음
엠에스바이오텍(주),비울래,20040020020391,20150522,제조일로부터 24개월,"프로바이오틱스 : 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음, 
아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요"
주식회사 다원바이오텍,비울핏 화이버,20040017046113,20220608,제조일로부터 24개월까지,"[차전자피식이섬유] 혈중 콜레스테롤 개선 ․ 배변활동 원활에 도움을 줄 수 있음

[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음"
우리바이오(주),비움 식이섬유,20190009483167,20210610,제조일로부터 24개월,배변활동 원활에 도움을 줄 수 있음
코스맥스엔비티(주),비움 젤리,200700170352394,20230420,제조일로부터 18개월,"[난소화성말토덱스트린]
① 식후 혈당상승 억제에 도움을 줄 수 있음
② 배변활동 원활에 도움을 줄 수 있음"
엔피케이(주),비움 차전자피,201000190041207,20220926,제조일로부터 24개월,[차전자피 식이섬유]①배변활동 원활에 도움을 줄 수 있음
한국바이오팜(주),비움 차전자피,202200210673,20230201,제조일로부터 24개월,[차전자피식이섬유] ①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음
한국바이오팜(주),비움 차전자피 다이어트,2022002106771,20240408,제조일로부터 24개월,"[차전자피식이섬유] 혈중 콜레스테롤 개선･배변활동 원활에 도움을 줄 수 있음

[가르시니아캄보지아 추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음"
(주)네이처텍,비움 클렌즈,20040020004228,20170612,제조일로부터 2년까지,"식후 혈당상승 억제에 도움을 줄 수 있음, 배변활동 원활에 도움을 줄 수 있음."
나주시천연색소산업화지원센터,비움과더블다이어트,202100160164,20220516,제조일로부터 24개월,"- 가르시니아캄보지아추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌.
- 차전자피식이섬유 : 혈중 콜레스테롤 개선 · 배변활동 원활에 도움을 줄 수 있음."
(주)오투바이오,비움다이어트,2013002000895,20170214,24개월,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음 "
(주)비오팜,비움다이어트,200400170211297,20220414,제조일로부터 24개월까지,"[차전자피식이섬유] ①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음

[가르시니아캄보지아 추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음"
