제조사,제품명,신고번호,등록일,유통기한,기능성
(주)한풍네이처팜,마이메이트 장용성 rTG 오메가3,20120019007850,20231024,제조일로부터 24개월까지,"[EPA 및 DHA 함유 유지] 혈중 중성지질 개선, 혈행 개선, 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌"
(주)알피바이오,마이뮨베라,200400170061381,20220124,제조일로부터 18개월까지,[알로에 겔] 피부건강·장 건강·면역력 증진에 도움을 줄 수 있음
한국네츄럴팜,마이뷰티시크릿,20110018024155,20210407,제조일로부터 24개월,"①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①정상적인 엽산 대사에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①정상적인 혈액응고에 필요②뼈의 구성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
코스맥스바이오(주),마이비오틴,200400200022300,20190131,제조일로부터 2년,"1) 베타카로틴 : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의  성장과 발달에 필요.
2) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. "
(주)한풍네이처팜,마이셀,2012001900762,20150522,제조일로부터 24개월,"[ 곤약감자추출분말]피부보습에 도움을 줄 수 있음 (생리활성기능 2등급)
"
(주)한미양행 선유공장,마이씨500레몬라임맛,2022001022221,20230802,제조일로부터 24개월까지,"①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 체내 에너지 생성에 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
(주)비오팜,마이케어팩 S,200400170211252,20220207,제조일로부터 18개월까지,"[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[헤마토코쿠스추출물] ①눈의 피로도 개선에 도움을 줄 수 있음

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
주식회사한미양행,마이코드 루테인 베타카로틴A 12 컴플렉스,200400150831304,20200529,제조일로부터 24개월,"[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음.
[비타민A]  어두운 곳에서 시각 적응을 위해 필요. 피부와 점막을 형성하고 기능을 유지하는데 필요. 상피세포의 성장과 발달에 필요.
[베타카로틴] 어두운 곳에서 시각 적응을 위해 필요. 피부와 점막을 형성하고 기능을 유지하는데 필요. 상피세포의 성장과 발달에 필요.
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B2] 체내 에너지 생성에  필요.
[나이아신] 체내 에너지 생성에 필요.
[비타민B6] 단백질 및 아미노산 이용에 필요. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
[엽산] 세포와 혈액생성에 필요. 태아 신경관의 정상 발달에 필요. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
[비타민B12] 정상적인 엽산 대사에 필요.
[아연] 정상적인 면역기능에 필요. 정상적인 세포분열에 필요.
[구리] 철의 운반과 이용에 필요. 유해산소로부터 세포를 보호하는데 필요.
[망간] 뼈 형성에 필요. 에너지 이용에 필요. 유해산소로부터 세포를 보호하는데 필요."
콜마비앤에이치(주)음성공장,마이코드 루테인&아스타잔틴,200600200032404,20220428,제조일로부터 24개월,"- 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음.
- 헤마토코쿠스추출물 : 눈의 피로도 개선에 도움을 줄 수 있음
- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요"
코스맥스바이오(주),마이코드 리 모먼트팩,200400200022756,20210210,제조일로부터 2년,"1) 회화나무열매추출물 : 갱년기 여성의 건강에 도움을 줄 수 있음.
 2) 대두이소플라본 : 뼈 건강에 도움을 줄 수 있음. 
 3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
 4) 비타민B1 : 탄수화물과 에너지 대사에 필요.
 5) 비타민B2 : 체내 에너지 생성에 필요.
 6) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
 7) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 유해산소로부터 세포를 보호하는데 필요.
 8) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
 9) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
 10) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. "
코스맥스바이오(주),마이코드 에브리 모먼트팩,200400200022791,20210315,제조일로부터 2년,"1) EPA및DHA함유유지 : 혈중 중성지질 개선ㆍ혈행 개선에 도움을 줄 수 있음.
2) 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
4) 비타민B1 : 탄수화물과 에너지 대사에 필요
5) 비타민B2 : 체내 에너지 생성에 필요
6) 비타민B12 : 정상적인 엽산 대사에 필요
7) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
8) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
9) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
10) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요
11) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
12) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
13) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
14) 셀렌 : 유해산소로부터 세포를 보호하는데 필요
15) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
16) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여"
코스맥스바이오(주),마이코드 파워업 모먼트팩,200400200022764,20210225,제조일로부터 2년,"1) 밀크씨슬 추출물 : 간 건강에 도움을 줄 수 있음
2) 홍경천 추출물 : 스트레스로 인한 피로 개선에 도움을 줄 수 있음
3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
4) 비타민B1 : 탄수화물과 에너지 대사에 필요.
5) 비타민B2 : 체내 에너지 생성에 필요.
6) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
7) 비타민B12 : 정상적인 엽산 대사에 필요.
8) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
9) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
10) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
11) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요. 
12) 나이아신 : 체내 에너지 생성에 필요.　
13) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
14) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
15) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
16) 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요.
17) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
18) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
19) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
20) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여"
일동바이오사이언스(주),마이크로바이옴 포스트바이오틱스,20140017002219,20211104,제조일로부터 24개월까지,[Lactobacillus rhamnosus IDCC3201 열처리배양건조물] 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
(주)에치와이 천안공장,마이크로바이옴 프로바이오틱스 MPRO(엠프로) 장&면역,2009002004731,20241127,16일,"1) 프로바이오틱스 : 유산균 증식 및 유해균 억제 · 배변활동 원활 · 장 건강에 도움을 줄 수 있음
2) 자일로올리고당 : 장내 유익균 증식, 유해균 억제, 배변활동에 도움을 줄 수 있음
3) 프락토올리고당 : 장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음
4) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
5) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
6) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌"
(주)에치와이 천안공장,마이크로바이옴 프로바이오틱스 MPRO(엠프로) 장&면역+피부,2009002004732,20241127,16일,"1) 프로바이오틱스 : 유산균 증식 및 유해균 억제 · 배변활동 원활 · 장 건강에 도움을 줄 수 있음
2) 프로바이오틱스 HY7714 : 피부 보습에 도움을 줄 수 있음, 자외선에 의한 피부손상으로부터 피부 건강 유지에 도움을 줄 수 있음
3) 자일로올리고당 : 장내 유익균 증식, 유해균 억제, 배변활동에 도움을 줄 수 있음
4) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
5) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
6) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌"
(주)서흥,마이크로플렉스MVP(엠브이피),200400200061066,20150522,제조일로부터 24개월,"[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[베타카로틴]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[나이아신]①체내 에너지 생성에 필요
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민K]①정상적인 혈액응고에 필요②뼈의 구성에 필요
[비타민B12]①정상적인 엽산 대사에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[요오드]①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[크롬]체내 탄수화물, 지방, 단백질 대사에 관여"
(주)서흥,마이키즈 오메가3 츄어블,200400200061817,20221222,제조일로부터 24개월,"EPA 및 DHA 함유 유지 : (1) 혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음, (2) 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요, (2) 피부와 점막을 형성하고 기능을 유지하는데 필요, (3) 상피세포의 성장과 발달에 필요"
주식회사 노바렉스,마이토스 멀티비타민,200400200083047,20241115,제조일로부터 24개월,"[나이아신] 체내 에너지 생성에 필요
[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[철] 체내 산소운반과 혈액생성에 필요,  에너지 생성에 필요
[몰리브덴] 산화·환원 효소의 활성에 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여
[요오드] 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[망간] 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[구리] 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민K] 정상적인 혈액응고에 필요, 뼈의 구성에 필요
[엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
(주)비오팜,마이핏 B 듀얼케어 피부유산균,200400170211661,20240510,제조일로부터 18개월,"[프로바이오틱스 HY7714 (기능성원료인정제2015-1호)]
(국문) 피부 보습에 도움을 줄 수 있음, 자외선에 의한 피부손상으로부터 피부 건강 유지에 도움을 줄 수 있음 
(영문) May help to moisturize (dry) skin, May help to maintain skin health from skin damage by UV
[프로바이오틱스] ①유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
(주)비오팜,마이핏 B 스킨케어 피부유산균,200400170211512,20230602,제조일로부터 18개월,"[프로바이오틱스 HY7714(제2015-1호)]
(국문) 피부 보습에 도움을 줄 수 있음, 자외선에 의한 피부손상으로부터 피부 건강 유지에 도움을 줄 수 있음
(영문) May help to moisturize (dry) skin, May help to maintain skin health from skin damage by UV

[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요,[프로바이오틱스] : ①유산균 증식 및 유해균 억제 ･ 배변활동 원활 ･ 장 건강에 도움을 줄 수 있음"
아미코젠(주)문산제2공장,마이핏 ORIGIN 더 스킨 필업 콜라겐,20040016037308,20240705,제조일로부터 24개월까지,"[저분자콜라겐펩타이드 AG] (국문) ①피부 보습에 도움을 줄 수 있음 ②자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음
(영문) ①May help to moisturize (dry) skin ②May help to maintain good skin health by protecting against damage from UV exposure
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 ③상피세포의 성장과 발달에 필요
[비타민B2] ①체내 에너지 생성에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌"
주식회사한미양행,마이핏 ORIGIN 메모리엔 PS 징코,200400150832105,20240624,제조일로부터 24개월까지,"[은행잎 추출물]
기억력 개선･혈행 개선에 도움을 줄 수 있음
[포스파티딜세린]
노화로 인해 저하된 인지력 개선･자외선에 의한 피부 손상으로부터 피부 건강 유지･피부보습에 도움을 줄 수 있음
[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
콜마비앤에이치(주)음성공장,마이핏 ORIGIN 프라임 멀티비타민,200600200032977,20240611,제조일로부터 24개월,"- 비타민 A : ①어두운 곳에서 시각 적응을 위해 필요 ②피부와 점막을 형성하고 기능을 유지하는데 필요 ③상피세포의 성장과 발달에 필요
- 비타민 B1 : ①탄수화물과 에너지 대사에 필요
- 비타민 B2 : ①체내 에너지 생성에 필요
- 비타민 B6 : ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : ①정상적인 엽산 대사에 필요
- 비타민 C : ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌
- 비타민 E : ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 K : ①정상적인 혈액응고에 필요 ②뼈의 구성에 필요
- 나이아신 : ①체내 에너지 생성에 필요
- 판토텐산 : ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 칼슘 : ①뼈와 치아 형성에 필요 ②신경과 근육 기능 유지에 필요 ③정상적인 혈액응고에 필요 ④골다공증발생 위험 감소에 도움을 줌
- 마그네슘 : ①에너지 이용에 필요 ②신경과 근육 기능 유지에 필요
- 철 : ①체내 산소운반과 혈액생성에 필요 ②에너지 생성에 필요
- 아연 : ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
- 구리 : ①철의 운반과 이용에 필요 ②유해산소로부터 세포를 보호하는데 필요
- 셀렌 : ①유해산소로부터 세포를 보호하는데 필요
- 요오드 : ①갑상선 호르몬의 합성에 필요 ②에너지 생성에 필요 ③신경발달에 필요
- 망간 : ①뼈 형성에 필요 ②에너지 이용에 필요 ③유해산소로부터 세포를 보호하는데 필요
- 몰리브덴 : ①산화･환원 효소의 활성에 필요
- 크롬 : ①체내 탄수화물, 지방, 단백질 대사에 관여"
(주)비오팜,마이핏 V 두뇌 인지력 포스파티딜세린 PS,200400170211759,20250213,제조일로부터 24개월,"[포스파티딜세린] ①노화로 인해 저하된 인지력 개선·자외선에 의한 피부 손상으로부터 피부 건강 유지·피부보습에 도움을 줄 수 있음
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌
[바나바잎 추출물] ①식후 혈당상승 억제에 도움을 줄 수 있음"
엠에스바이오텍(주),마이핏 V 멀티비타민 미네랄 올인원,200400200201260,20240229,제조일로부터 24개월,"구리
1. 철의 운반과 이용에 필요
2, 유해산소로부터 세포를 보호하는데 필요

나이아신
체내 에너지 생성에 필요

마그네슘
1. 에너지 이용에 필요
2. 신경과 근육 기능 유지에 필요

망간
1. 뼈 형성에 필요
2. 에너지 이용에 필요
3. 유해산소로부터 세포를 보호하는데 필요

몰리브덴
산화·환원 효소의 활성에 필요

비오틴
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

비타민 A
1. 어두운 곳에서 시각 적응을 위해 필요
2. 피부와 점막을 형성하고 기능을 유지하는데 필요
3. 상피세포의 성장과 발달에 필요

비타민 B1
탄수화물과 에너지 대사에 필요

비타민 B2
체내 에너지 생성에 필요

비타민 B6
1, 단백질 및 아미노산 이용에 필요
2. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

비타민 B12
정상적인 엽산 대사에 필요

비타민 C
1. 결합조직 형성과 기능유지에 필요
2. 철의 흡수에 필요
3. 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

비타민 D
1. 칼슘과 인이 흡수되고 이용되는데 필요
2. 뼈의 형성과 유지에 필요
3. 골다공증발생 위험 감소에 도움을 줌

비타민 E
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

비타민 K
1. 정상적인 혈액응고에 필요
2. 뼈의 구성에 필요

셀렌
유해산소로부터 세포를 보호하는데 필요

아연
1. 정상적인 면역기능에 필요
2. 정상적인 세포분열에 필요

요오드
1. 갑상선 호르몬의 합성에 필요
2. 에너지 생성에 필요
3. 신경발달에 필요

엽산
1. 세포와 혈액생성에 필요
2. 태아 신경관의 정상 발달에 필요
3. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

철
1. 체내 산소운반과 혈액생성에 필요
2, 에너지 생성에 필요

크롬
체내 탄수화물, 지방, 단백질 대사에 관여

판토텐산
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
콜마비앤에이치(주)음성공장,마이핏 V 스마트 포스파티딜세린 PS,200600200032834,20231102,제조일로부터 24개월,"- 포스파티딜세린 : 노화로 인해 저하된 인지력 개선･자외선에 의한 피부 손상으로부터 피부 건강 유지･피부보습에 도움을 줄 수 있음
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요"
엠에스바이오텍(주),마이핏V 멀티비타 액티브 워터톡,200400200201125,20230421,제조일로부터 24개월,"* 비타민A
① 어두운 곳에서 시각 적응을 위해 필요
② 피부와 점막을 형성하고 기능을 유지하는데 필요
③ 상피세포의 성장과 발달에 필요

* 비타민B1
① 탄수화물과 에너지 대사에 필요

* 비타민B2
① 체내 에너지 생성에 필요

* 비타민B6
① 단백질 및 아미노산 이용에 필요
② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

* 비타민B12
① 정상적인 엽산 대사에 필요

* 비타민C
① 결합조직 형성과 기능유지에 필요
② 철의 흡수에 필요
③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

* 비타민D
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌

* 비타민E
① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

* 비오틴
① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요"
(주)서흥헬스케어,마이핏V 멀티비타민 이뮨 128,20130020024353,20240112,제조일로부터 18개월,"나이아신 : 체내 에너지 생성에 필요
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
셀레늄 : 유해산소로부터 세포를 보호하는데 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
베타카로틴 : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여
비타민B12 : 정상적인 엽산 대사에 필요
몰리브덴 : 산화·환원 효소의 활성에 필요
철 : (1) 체내 산소운반과 혈액생성에 필요 (2) 에너지 생성에 필요
망간 : (1) 뼈 형성에 필요 (2) 에너지 이용에 필요 (3) 유해산소로부터 세포를 보호하는데 필요
구리 : (1) 철의 운반과 이용에 필요 (2) 유해산소로부터 세포를 보호하는데 필요
비타민K : (1) 정상적인 혈액응고에 필요 (2) 뼈의 구성에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌
요오드 : (1) 갑상선 호르몬의 합성에 필요 (2) 에너지 생성에 필요 (3) 신경발달에 필요"
(주)알피바이오,마이해빗 프리미엄 알로에겔젤리,200400170061313,20211013,제조일로부터 18개월,[알로에 겔] 피부건강·장 건강·면역력 증진에 도움을 줄 수 있음
