제조사,제품명,신고번호,등록일,유통기한,기능성
주식회사 코스팜,비타던스 멀티비타민,20172880236179,20220621,제조일로부터 24개월,"[나이아신]
1) 체내 에너지 생성에 필요

[아연]
1) 정상적인 면역기능에 필요
2) 정상적인 세포분열에 필요

[판토텐산]
1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B6]
1) 단백질 및 아미노산 이용에 필요
2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B2]
1) 체내 에너지 생성에 필요

[비타민B1]
1) 탄수화물과 에너지 대사에 필요

[엽산]
1) 세포와 혈액생성에 필요
2) 태아 신경관의 정상 발달에 필요
3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비오틴]
1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민C]
1) 결합조직 형성과 기능유지에 필요
2) 철의 흡수에 필요
3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D]
1) 칼슘과 인이 흡수되고 이용되는데 필요
2) 뼈의 형성과 유지에 필요
3) 골다공증발생 위험 감소에 도움을 줌

[비타민A]
1) 어두운 곳에서 시각 적응을 위해 필요
2) 피부와 점막을 형성하고 기능을 유지하는데 필요
3) 상피세포의 성장과 발달에 필요

[비타민E]
1) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
이앤에스(주),비타듀오 멀티비타민미네랄츄어블,20120017002213,20230323,24 개월,"[비타민C]  ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B2] ①체내 에너지 생성에 필요
[비타민B1] ①탄수화물과 에너지 대사에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] ①정상적인 엽산 대사에 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민K] ①정상적인 혈액응고에 필요②뼈의 구성에 필요
[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[몰리브덴] 산화·환원 효소의 활성에 필요
[셀레늄(셀렌)] ①유해산소로부터 세포를 보호하는데 필요
"
이앤에스(주),"비타듀오 비타민D 4,000IU플러스",2022002000219,20230322,제조일로부터 24개월,"[비타민E]	항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] 	칼슘과 인이 흡수되고 이용되는데 필요
		뼈의 형성과 유지에 필요
		골다공증발생 위험 감소에 도움을 줌"
에프엔바이오(주),비타드랍 망고스틴맛,20040020071482,20240722,24개월,"[가르시니아캄보지아추출물]
탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]
(1) 탄수화물과 에너지 대사에 필요
[나이아신]
①체내 에너지 생성에 필요
[판토텐산]
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]
(1) 정상적인 엽산 대사에 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
에프엔바이오(주),비타드랍 자몽맛&오렌지맛,20040020071481,20240722,24개월,"가르시니아캄보지아추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
나이아신 : ①체내 에너지 생성에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민D : ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
비타민C : ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
아연 : ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
비타민B12 : 정상적인 엽산 대사에 필요
비타민B6 : ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
엽산 : ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
에프엔바이오(주),비타드랍 키위맛,20040020071483,20240722,24개월,"[가르시니아캄보지아추출물]
탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
[비타민C]
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]
(1) 탄수화물과 에너지 대사에 필요
[나이아신]
①체내 에너지 생성에 필요
[판토텐산]
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]
(1) 정상적인 엽산 대사에 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
콜마비앤에이치(주)음성공장,비타디스틱,200600200032039,20210503,제조일로부터 24개월,"- 비타민D :  ① 칼슘과 인이 흡수되고 이용되는데 필요, ② 뼈의 형성과 유지에 필요, ③ 골다공증발생 위험 감소에 도움을 줌
- 아연 : ① 정상적인 면역기능에 필요, ② 정상적인 세포분열에 필요"
콜마비앤에이치(주)세종3공장,비타디스틱,2024002808016,20240221,제조일로부터 24개월,"- 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요"
한국식품산업클러스터진흥원 기능성식품제형센터,비타디올,202300263172,20231226,제조일로부터 24개월,①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
(주)알피바이오,비타디포르테 5000IU,20040017006948,20200714,제조일로부터 36개월,[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
엔피케이(주),비타디홍,201000190041387,20240423,제조일부터 24 개월,"[홍삼]①면역력 증진･피로개선에 도움을 줄 수 있음 ②혈소판 응집억제를 통한 혈액흐름･기억력 개선･항산화에 도움을 줄 수 있음 
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요"
(주)팜텍코리아,비타랩스 멀티비타민 이뮨,20040015191206,20240624,제조일로부터 18개월,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

-산화·환원 효소의 활성에 필요

(1) 체내 탄수화물, 지방, 단백질 대사에 관여

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

(1) 정상적인 혈액응고에 필요
(2) 뼈의 구성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

(1) 정상적인 엽산 대사에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요"
코스맥스바이오(주),비타마그네슘,200400200022747,20210208,제조일로부터 18개월,"1) 비타민B2 : 체내 에너지 생성에 필요
2) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
3) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
4) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
5) 나이아신 : 체내 에너지 생성에 필요
6) 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요"
코스맥스바이오(주),비타마스터,200400200023218,20220804,제조일로부터 2년,"1) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B2 : 체내 에너지 생성에 필요.
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
6) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
7) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
8) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요. 
9) 나이아신 : 체내 에너지 생성에 필요. 
10) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
11) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
12) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
13) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
14) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.
15) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
16) 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요. 
17) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
18) 몰리브덴 : 산화 · 환원 효소의 활성에 필요. 
19) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여."
우리바이오(주),비타맥스 멀티비타민 & 미네랄,20190009483556,20240314,제조일로부터 24개월,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

(1) 어두운 곳에서 시각 적응을 위해 필요
(2) 피부와 점막을 형성하고 기능을 유지하는데 필요
(3) 상피세포의 성장과 발달에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 체내 에너지 생성에 필요

(1) 탄수화물과 에너지 대사에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
콜마비앤에이치(주)음성공장,비타멀티스틱,200600200032649,20230221,제조일로부터 24개월,"- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증 발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요"
콜마비앤에이치(주)세종3공장,비타멀티스틱,2024002808088,20240716,제조일로부터 24개월,"- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요"
(주)개성상인,비타몬스터 이뮨샷,2018000370475,20240322,제조일로부터 2년,"(1) 탄수화물과 에너지 대사에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요

(1) 정상적인 혈액응고에 필요
(2) 뼈의 구성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

-산화·환원 효소의 활성에 필요

(1) 체내 탄수화물, 지방, 단백질 대사에 관여

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 체내 에너지 생성에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

(1) 정상적인 엽산 대사에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요

(1) 어두운 곳에서 시각 적응을 위해 필요
(2) 피부와 점막을 형성하고 기능을 유지하는데 필요
(3) 상피세포의 성장과 발달에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요,[비타민D] ① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증 발생 위험 감소에 도움을 줌 [요오드] ① 갑상선 호르몬의 합성에 필요 ② 에너지 생성에 필요 ③ 신경발달에 필요 [비타민K] ①정상적인 혈액응고에 필요 ② 뼈의 구성에 필요 [비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 [구리] ① 철의 운반과 이용에 필요 ② 유해산소로부터 세포를 보호 하는데 필요 [셀렌] 유해산소로부터 세포를 보호하는데 필요 [몰리브덴] 산화,환원 효소의 활성에 필요 [크롬] 체내 탄수화물, 지방, 단백질 대사에 관여 [비타민C] ① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 [비타민B2] 체내 에너지 생성에 필요 [망간] ①뼈 형성에 필요 ② 에너지 이용에 필요 ③ 유해산소로부터 세포를 보호하는데 필요 [비타민B12] 정상적인 엽산 대사에 필요 [판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 [철] ① 체내 산소운반과 혈액생성에 필요 ② 에너지 생성에 필요 [비타민A] ① 어두운 곳에서 시각 적응을 위해 필요 ② 피부와 점막을 형성 하고 기능을 유지하는데 필요 [엽산] ①세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요 [마그네슘] ① 에너지 이용에 필요 ② 신경과 근육 기능 유지에 필요 [비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
에프엔바이오(주),비타미톡(vita-me tok) 망고스틴맛,20040020071452,20230306,24개월,"[가르시니아캄보지아추출물]탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[나이아신]①체내 에너지 생성에 필요

[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민B12]①정상적인 엽산 대사에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]①탄수화물과 에너지 대사에 필요

[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
"
에프엔바이오(주),비타미톡(vita-me tok) 샤인머스캣맛,20040020071432,20220520,24개월,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음		
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요		
[비타민B1]①탄수화물과 에너지 대사에 필요		
[나이아신]①체내 에너지 생성에 필요		
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요		
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요		
[비타민B12]①정상적인 엽산 대사에 필요		
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌		
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
에프엔바이오(주),비타미톡(vita-me tok) 오렌지맛,20040020071431,20220520,24개월,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음		
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요		
[비타민B1]①탄수화물과 에너지 대사에 필요		
[나이아신]①체내 에너지 생성에 필요		
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요		
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요		
[비타민B12]①정상적인 엽산 대사에 필요		
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌		
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B2]①체내 에너지 생성에 필요"
에프엔바이오(주),비타미톡(vita-me tok) 자두맛,20040020071408,20210706,24개월,"[가르시니아캄보지아추출물]탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[나이아신]①체내 에너지 생성에 필요

[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민B12]①정상적인 엽산 대사에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]①탄수화물과 에너지 대사에 필요

[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
"
에프엔바이오(주),비타미톡(vita-me tok) 파인애플맛,20040020071499,20241206,24개월,"[가르시니아캄보지아추출물]탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[나이아신]①체내 에너지 생성에 필요

[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민B12]①정상적인 엽산 대사에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]①탄수화물과 에너지 대사에 필요

[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
"
한국바이오팜(주),비타민 D,2022002106717,20230407,제조일로부터 24개월,"[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
(주)팜투팜2공장,비타민 D,2018000391593,20240419,제조일로부터 24개월,[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
주식회사 노바렉스2공장,비타민 D-3 & K-2 (Vitamin D-3 & K-2),200600200081192,20250203,제조일로부터 24개월,"[비타민 K] 정상적인 혈액응고에 필요, 뼈의 구성에 필요
[비타민 D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌"
주식회사 노바렉스2공장,"비타민 D-3 3,000IU (Vitamin D-3 3,000IU)",20060020008540,20200707,제조일로부터 24개월,①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
콜마비앤에이치(주)음성공장,비타민 D3,200600200033025,20240801,제조일로부터 24개월,"- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌"
우리바이오(주),비타민 D3 5000 IU,20190009483298,20220726,제조일로부터 24개월까지,①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
코스맥스엔비티(주),비타민 K2+D3,200700170352691,20240417,제조일로부터 24개월,"[비타민D]
칼슘과 인이 흡수되고 이용되는데 필요
뼈의 형성과 유지에 필요
골다공증발생 위험 감소에 도움을 줌

[비타민K]
정상적인 혈액응고에 필요
뼈의 구성에 필요"
(주)서흥 오송2공장,비타민 구미젤리,2017288029544,20220629,제조일로부터 18개월,"비타민C : (1) 결합조직 형성과 기능유지에 필요, (2) 철의 흡수에 필요, (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요, (2) 뼈의 형성과 유지에 필요, (3) 골다공증발생 위험 감소에 도움을 줌"
