제조사,제품명,신고번호,등록일,유통기한,기능성
동서바이오팜(주),"액티골드셀렌효모플러스비타민B1,B2,B6,아연",20040017025441,20170921,제조일로부터 24개월까지,"셀레늄 : ①유해산소로부터 세포를 보호하는데 필요

비타민B1 : ①탄수화물과 에너지 대사에 필요

비타민B6 : ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

비타민B2 : ①체내 에너지 생성에 필요

아연 : ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
한국바이오팜(주)에이치피,액티브 락토 프로바이오틱스,20040020046650,20220615,제조일로부터 18개월,"[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
주식회사 코스팜,액티브 멀티비타민 데일리,20172880236182,20220727,제조일로부터 24개월,"[비타민E]
1) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민C]
1) 결합조직 형성과 기능유지에 필요
2) 철의 흡수에 필요
3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[나이아신]
1) 체내 에너지 생성에 필요

[요오드]
1) 갑상선 호르몬의 합성에 필요
2) 에너지 생성에 필요
3) 신경발달에 필요

[판토텐산]
1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연]
1) 정상적인 면역기능에 필요
2) 정상적인 세포분열에 필요

[비타민A]
1) 어두운 곳에서 시각 적응을 위해 필요
2) 피부와 점막을 형성하고 기능을 유지하는데 필요
3)상피세포의 성장과 발달에 필요

[비타민B12]
1) 정상적인 엽산 대사에 필요

[비오틴]
1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[크롬]
1) 체내 탄수화물, 지방, 단백질 대사에 관여

[비타민D]
1) 칼슘과 인이 흡수되고 이용되는데 필요
2) 뼈의 형성과 유지에 필요
3) 골다공증발생 위험 감소에 도움을 줌

[셀렌]
1) 유해산소로부터 세포를 보호하는데 필요

[몰리브덴]
1) 산화·환원 효소의 활성에 필요

[비타민B6]
1) 단백질 및 아미노산 이용에 필요
2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]
1) 탄수화물과 에너지 대사에 필요

[비타민B2]
1) 체내 에너지 생성에 필요

[구리]
1) 철의 운반과 이용에 필요
2) 유해산소로부터 세포를 보호하는데 필요

[엽산]
1) 세포와 혈액생성에 필요
2) 태아 신경관의 정상 발달에 필요
3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
엔피케이(주),액티브 멀티비타민 멘,20100019004820,20180914,제조일부터 24 개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데  필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[몰리브덴]①산화·환원 효소의 활성에 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요"
엔피케이(주),액티브 멀티비타민 우먼,20100019004819,20180914,제조일부터 24 개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데  필요
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[몰리브덴]①산화·환원 효소의 활성에 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요"
(주)아모레퍼시픽 ,액티브 멀티팩,20040017031152,20180102,24개월,"[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[철] ①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[셀렌] ①유해산소로부터 세포를 보호하는데 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민E] ①유해산소로부터 세포를 보호하는데 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민B1] ①탄수화물과 에너지 대사에 필요
[비타민B2] ①체내 에너지 생성에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신] ①체내 에너지 생성에 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] ①정상적인 엽산 대사에 필요
[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요"
(주)신비바이오,액티브 우먼 올인원 멀티비타민,2023000229652,20241204,제조일로부터 24개월,"[비타민A] 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[나이아신] 체내 에너지 생성에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민K] 정상적인 혈액응고에 필요, 뼈의 구성에 필요
[구리] 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[망간] 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[몰리브덴] 산화 ･ 환원 효소의 활성에 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여"
콜마비앤에이치(주)음성공장,액티브 케어 멀티비타민,200600200033073,20241206,제조일로부터 24개월,"- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 셀렌 : 유해산소로부터 세포를 보호하는데 필요
- 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 몰리브덴 : 산화･환원 효소의 활성에 필요
- 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여"
콜마비앤에이치(주)음성공장,액티브 케어 멀티비타민K1,200600200032897,20240129,제조일로부터 24개월,"- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 셀렌 : 유해산소로부터 세포를 보호하는데 필요
- 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 몰리브덴 : 산화･환원 효소의 활성에 필요
- 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여"
(주)알피바이오,액티브 플러스 엽산 400,200400170061304,20210928,제조일로부터 24개월까지,"[비타민 B1] 탄수화물과 에너지 대사에 필요
[비타민 B2] 체내 에너지 생성에 필요
[비타민 B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민 B12] 정상적인 엽산 대사에 필요
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요"
(주)알피바이오,액티브 플러스 엽산 800,200400170061305,20210928,제조일로부터 24개월까지,"[비타민 B1] 탄수화물과 에너지 대사에 필요
[비타민 B2] 체내 에너지 생성에 필요
[비타민 B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민 B12] 정상적인 엽산 대사에 필요
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요"
동서바이오팜(주) 안성공장,액티브 활성 엽산 800 비타민B,2022001137067,20230612,제조일로부터 24개월,"[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B12](1) 정상적인 엽산 대사에 필요

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
콜마비앤에이치(주)음성공장,액티브 활성엽산 620,200600200032409,20220506,제조일로부터 24개월,"- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요"
콜마비앤에이치(주)음성공장,액티브 활성엽산 800,200600200032408,20220506,제조일로부터 24개월,"- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요"
코스맥스바이오(주),액티브관절,200400200022915,20210607,제조일로부터 2년,"1) 까마귀쪽나무열매주정추출물 : 관절건강에 도움을 줄 수 있음.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B2 : 체내 에너지 생성에 필요.
4) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.
5) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
6) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요."
(주)한국씨엔에스팜,액티브라이프 눈건강,200400200072305,20200106,제조일로부터 24개월,"[헤마토코쿠스추출물] 눈의 피로도 개선에 도움을 줄 수 있음
[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요 
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민E]  항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요 "
엠에스바이오텍(주),액티브랩 데일리 프로바이오틱스,20040020020634,20200727,제조일로부터 18개월,"* 비타민D
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌

* 셀레늄(or 셀렌)
① 유해산소로부터 세포를 보호하는데 필요

* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요

* 프로바이오틱스
① 유산균 증식 및 유해균 억제에 도움을 줄 수 있음
② 배변활동 원활에 도움을 줄 수 있음
③ 장건강에 도움을 줄 수 있음(고시 제2020-63호/시행일 21.07.11)"
엠에스바이오텍(주),액티브랩 면역엔(N)프로바이오틱스,20040020020632,20200727,제조일로부터 18개월,"* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요

* 프로바이오틱스
① 유산균 증식 및 유해균 억제에 도움을 줄 수 있음
② 배변활동 원활에 도움을 줄 수 있음
③ 장건강에 도움을 줄 수 있음"
주식회사한미양행,액티브비타민B컴플렉스,20040015083945,20171106,제조일로부터 24개월,"[비타민B1] 탄수화물과 에너지 대사에 필요.
[비타민B2] 체내 에너지 생성에 필요.
[나이아신] 체내 에너지 생성에 필요.
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
[엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
[비타민B12] 정상적인 엽산 대사에 필요.
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.
[셀레늄] 유해산소로부터 세포를 보호하는데 필요."
동서바이오팜(주),"액티브셀렌효모 플러스 비타민B1, B6, D, 아연",20040017025446,20171127,제조일로부터 24개월,"셀레늄 : ①유해산소로부터 세포를 보호하는데 필요

아연 : ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

비타민D : ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

비타민B6 : ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

비타민B1 : ①탄수화물과 에너지 대사에 필요"
주식회사 노바렉스,액티브솔루션 관절건강,200400200082806,20231123,제조일로부터 24개월,"[히알루론산] 피부보습에 도움을 줄 수 있음
[보스웰리아 추출물] (국문) 관절 및 연골건강에 도움을 줄 수 있음, (영문) May help to maintain healthy joint and cartilage
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[망간] 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[비타민K] 정상적인 혈액응고에 필요, 뼈의 구성에 필요"
주식회사 노바렉스2공장,액티브솔루션 눈건강,20060020008999,20240126,제조일로부터 24개월,"[EPA 및 DHA 함유 유지] 혈중 중성지질 개선･혈행 개선･기억력 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[루테인지아잔틴복합추출물20%(기능성원료인정제2013-23호)] (국문) 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈건강에 도움을 줄 수 있음, (영문) May help the eye health by maintaining the density of macular pigments which can be decreased by aging
[헤마토코쿠스 추출물] 눈의 피로도 개선에 도움을 줄 수 있음
[베타카로틴] 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요			"
주식회사 노바렉스,액티브솔루션 장건강,200400200083114,20250307,제조일로부터 18개월,"[자일로올리고당(xylooligosaccharide) 분말(제2009-80호)] (국문) 장내 유익균 증식, 유해균 억제, 배변활동에 도움을 줄 수 있음 (영문) May help to increase beneficial intestinal flora and suppress pathogenic bacteria, May help to improve bowel movements
[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음
[셀레늄] 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[바나바잎추출물] 식후 혈당상승 억제에 도움을 줄 수 있음"
주식회사 노바렉스,액티브솔루션 프로틴 플러스,200400200082965,20240730,제조일로부터 18개월,"[단백질] 근육, 결합조직 등 신체조직의 구성성분, 효소, 호르몬, 항체의 구성에 필요, 체내 필수 영양성분이나 활성물질의 운반과 저장에 필요, 체액, 산-염기의 균형 유지에 필요, 에너지, 포도당, 지질의 합성에 필요
[칼슘] 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증 발생 위험 감소에 도움을 줌
[마그네슘] 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민D]  칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요"
주식회사 노바렉스2공장,액티브솔루션 혈관&기억력케어,200600200081032,20240322,제조일로부터 18개월,"[L-아르기닌(기능성원료인정제2015-19호)] 혈관이완을 통해 혈행 개선에 도움을 줄 수 있음
[포스파티딜세린] 노화로 인해 저하된 인지력 개선·자외선에 의한 피부 손상으로부터 피부 건강 유지·피부보습에 도움을 줄 수 있음
[은행잎 추출물] 기억력 개선·혈행 개선에 도움을 줄 수 있음
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[나이아신] 체내 에너지 생성에 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요"
(주)한국씨엔에스팜,액티브시니어멀티비타민,200400200071852,20170918,24개월,"[루테인] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[코엔자임Q10] 항산화 · 높은 혈압 감소에 도움을 줄 수 있음
[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌 
[비타민E] 유해산소로부터 세포를 보호하는데 필요
[나이아신] 체내 에너지 생성에 필요
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[망간] 뼈 형성에 필요 / 에너지 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요
[엽산] 세포와 혈액생성에 필요 / 태아 신경관 정상 발달에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[철] 체내 산소운반과 혈액생성에 필요 / 에너지 생성에 필요
[요오드] 갑상선 호르몬의 합성에 필요 / 에너지 생성에 필요 / 신경발달에 필요"
한국바이오팜(주)에이치피,액티브옥타코사놀,20040020046410,20150522,24개월,"[옥타코사놀함유유지 제품]①지구력 증진에 도움을 줄 수 있음
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
"
코스맥스바이오(주),액티브프로바이오틱스,200400200023077,20211207,제조일로부터 18개월,"1) 프로바이오틱스 : 유산균 증식 및 유해균 억제 · 배변활동 원활 · 장 건강에 도움을 줄 수 있음.
2) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. "
콜마비앤에이치(주)음성공장,액티블리 이너케어 유산균,200600200031288,20180410,제조일로부터 18개월,"1. 프로바이오틱스 : ①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활·장건강에 도움을 줄 수 있음 
2. 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요"
풀무원다논 주식회사,액티비아 장솔루션 골드,201600100959,20211129,제조일로부터 27일,"프로바이오틱스: 유산균 증식 및 유해균 억제, 배변활동 원활, 장 건강에 도움을 줄 수 있음
락추로스파우더: 유익균 증식, 유해균 억제에 도움을 줄 수 있음
아연: 정상적인 면역기능에 필요. 정상적인 세포분열에 필요
"
엠에스바이오텍(주),액티젠플러스,20040020020261,20150522,제조일로부터 24개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
"
