제품명,기능성,processed_text
생그린 마라톤 프리미엄,"[N-아세틸글루코사민] ①관절 및 연골 건강에 도움을 줄 수 있음

[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",틸글루 코 민 관절 연골 줄 수 망간 뼈 에너지 산소 아연 면역 비타민 칼슘 인 뼈 골다공증 감소
생그린 마라톤 프리미엄,"①관절 및 연골 건강·피부보습에 도움을 줄 수 있음

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 피부 보습 줄 수 뼈 에너지 산소 면역 칼슘 인 뼈 골다공증 감소
생생관절원,"① 관절 및 연골건강에 도움을 줄 수 있음

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 뼈 치아 신경 근육 혈액 골다공증 감소
생앤관절생생,"[엠에스엠] 관절 및 연골건강에 도움을 줄 수 있음

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",엠에스 엠 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소
생활건강 엠에스엠분말,"[Rain Nutrience DistilPureTM MSM]관절건강에 도움이 될 수 있습니다. (생리활성기능 2등급)
",관절 수 생리 활
생활건강 엠에스엠정,관절 및 연골건강에 도움을 즐 수 있음,관절 연골 즐 수
샤크원(뮤코다당·단백),"
①관절 및 연골건강에 도움 ",관절 연골
샬롬 엠에스엠,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
서울 MSM 미라클 관절케어,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
서울 MSM 미라클 케어,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
서울 MSM 일품 관절케어,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
서울 MSM 천수 헬스케어,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
서울 MSM 프리미엄 골드,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
서울 순식물성 MSM VVIP,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
서울 순식물성MSM 에센셜 골드,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
"서퍼데이, 본헬스","[엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)] 
① 관절 및 연골건강에 도움을 줄 수 있음",엠에스 엠 디메틸 설폰 관절 연골 줄 수
선택하라 관절건강엠에스엠,[엠에스엠] ① 관절 및 연골건강에 도움을 줄 수 있음,엠에스 엠 관절 연골 줄 수
선택하라 관절뼈건강 엠에스엠플러스디,"① 관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소
설포플렉스 에프 파우더,[엠에스엠] 관절 및 연골건강에 도움을 줄 수 있음,엠에스 엠 관절 연골 줄 수
설포플렉스 정,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
설포플렉스피케이정,[엠에스엠(디메틸설폰)] 관절 및 연골건강에 도움을 줄 수 있음,엠에스 엠 디메틸 설폰 관절 연골 줄 수
성균관 소연골 뮤코다당 단백[콘드로이친]1200,"관절 및 연골건강에 도움을 줄 수 있음

(1) 정상적인 혈액응고에 필요
(2) 뼈의 구성에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요",관절 연골 줄 수 혈액 뼈 구성 칼슘 인 뼈 골다공증 감소 면역 산소 뼈 에너지 산소
성균관생활건강 MSM 비타민D N-아세틸글루코사민,"① 관절 및 연골건강에 도움을 줄 수 있음

①관절 및 연골 건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 관절 연골 줄 수 칼슘 인 뼈 골다공증 감소
세이프 조인트,"①관절 및 연골건강에 도움을 줄 수 있음
①관절 및 연골건강에 도움을 줄 수 있음
①에너지 이용에 필요②신경과 근육 기능 유지에 필요
①유해산소로부터 세포를 보호하는데 필요
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 관절 연골 줄 수 에너지 신경 근육 산소 면역 칼슘 인 뼈 골다공증 감소
세이헬스 엠에스엠,"[엠에스엠]
① 관절 및 연골건강에 도움을 줄 수 있음",엠에스 엠 관절 연골 줄 수
세종 MSM 1000,[엠에스엠(MSM)] 관절 및 연골건강에 도움을 줄 수 있음,엠에스 엠 관절 연골 줄 수
세종관절 OK보감,"* 비타민D
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌

* 엠에스엠(MSM, 디메틸설폰)
① 관절 및 연골 건강에 도움을 줄 수 있음",비타민 칼슘 인 뼈 골다공증 감소 엠에스 엠 디메틸 설폰 관절 연골 줄 수
세종관절OK보감,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
세종엠에스엠,"[디메틸설폰(Methyl sulfonylmethane, MSM) 제품]① 관절 및 연골건강에 도움을 줄 수 있음
",디메틸 설폰 관절 연골 줄 수
센스글루코사민,[글루코사민 제품]①관절 및 연골 건강에 도움,글루코사민 관절 연골
센트룸 원데이팩 우먼 50+,"- 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
- 엠에스엠(MSM) : 관절 및 연골건강에 도움을 줄 수 있음
- EPA 및 DHA 함유 유지 : 혈중 중성지질 개선･혈행 개선･기억력 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D :  칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌
- 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 셀렌 : 유해산소로부터 세포를 보호하는데 필요
- 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요
- 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 몰리브덴 : 산화･환원 효소의 활성에 필요
- 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여",마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 엠에스 엠 관절 연골 줄 수 중성 지질 혈행 기억 눈 눈 줄 수 비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 철 산소 운반 혈액 생 에너지 생 아연 면역 구리 철 운반 산소 셀렌 산소 요오드 갑상선 호르몬 에너지 생 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
센트룸 타마플렉스 올인원 관절·연골·근육,"- 타마린드강황주정추출복합물(Tamaflex®)(제2024-12호) : 관절 및 연골 건강에 도움을 줄 수 있음
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요
- 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌",타마린드 강황 주정 복합 물 호 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소 비타민 혈액 뼈 구성 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소
셀 업 MSM 2000,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
셀 업 MSM 2000,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
셀게이트 관절엔 소연골 뮤코다당단백 콘드로이친,"[뮤코다당·단백] 관절 및 연골건강에 도움을 줄 수 있음
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌 
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요 ",뮤 코다 단백 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소 아연 면역
셀레리티 쎄라맥스 슈티칼 엠에스엠(CELELITY THERAMAX CEUTICAL MSM),① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
셀렉스 보스웰리아,"[보스웰리아추출물(SERRATRIN)(제2022-17호)]
(국문) 관절 및 연골 건강에 도움을 줄 수 있음
(영문) May help to maintain joint and cartilage health",보스 웰 리아 물 호 관절 연골 줄 수
셀로맥스 리프리놀 포르테,"리프리놀-초록입홍합추출오일 : 관절건강에 도움을 줄 수 있음

비타민D : ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",리프 리놀 초록 입 홍합 오일 관절 줄 수 비타민 칼슘 인 뼈 골다공증 감소
셀로맥스 명품 조인트케어 골드,"①관절 및 연골건강에 도움을 줄 수 있음
①관절 및 연골건강에 도움을 줄 수 있음
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 관절 연골 줄 수 칼슘 인 뼈 골다공증 감소
셀로맥스 명품 조인트케어 골드 리퀴드,"①관절 및 연골건강에 도움을 줄 수 있음
①관절 및 연골건강에 도움을 줄 수 있음",관절 연골 줄 수 관절 연골 줄 수
셀로맥스 명품 조인트케어 프리미엄,"① 관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소
셀로맥스 조인트케어,"①관절 및 연골건강에 도움을 줄 수 있음
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소
셀티바 구슬 엠에스엠,"* 비타민D
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌

* 엠에스엠(MSM, 디메틸설폰)
① 관절 및 연골 건강에 도움을 줄 수 있음",비타민 칼슘 인 뼈 골다공증 감소 엠에스 엠 디메틸 설폰 관절 연골 줄 수
셀티바 엠에스엠 비타민 D,"① 관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소
셀티바 초록입 홍합,"관절건강에 도움이 될 수 있음.
",관절 수
셀티바 콘드로이친 뮤코다당단백 1200,관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
셀플렉스 조인트프로(Cellflex Joint Pro),"①관절 및 연골건강에 도움을 줄 수 있음
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소
소연골 뮤코다당·단백 콘드로이친 스트롱(BOVINE CARTILAGE Mucopolysaccharide protein),"관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

(1) 정상적인 혈액응고에 필요
(2) 뼈의 구성에 필요",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소 뼈 에너지 산소 혈액 뼈 구성
소연골 뮤코다당ㆍ단백(콘드로이친) 1200,관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
소연골 뮤코다당단백 콘드로이친,"관절 및 연골건강에 도움을 줄 수 있음

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌,[뮤코다당·단백]①관절 및 연골 건강에 도움을 줄 수 있음
[망간]①뼈 형성에 필요 ②에너지 이용에 필요 ③유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 뼈 에너지 산소 칼슘 인 뼈 골다공증 감소 뮤 코다 단백 관절 연골 줄 수 망간 뼈 에너지 산소 비타민 칼슘 인 뼈 골다공증 감소
소연골 뮤코다당단백 콘드로이친+,"[뮤코다당·단백]
관절 및 연골건강에 도움을 줄 수 있음

[비타민D]
칼슘과 인이 흡수되고 이용되는데 필요
뼈의 형성과 유지에 필요
골다공증발생 위험 감소에 도움을 줌

[망간]
뼈 형성에 필요
에너지 이용에 필요
유해산소로부터 세포를 보호하는데 필요",뮤 코다 단백 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소 망간 뼈 에너지 산소
소연골 뮤코다당단백(콘드로이친) 1200,"관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소 뼈 에너지 산소
소연골 뮤코다당단백(콘드로이친) 1200,"[뮤코다당 ･ 단백]
관절 및 연골건강에 도움을 줄 수 있음
[망간]
①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민K]
①정상적인 혈액응고에 필요②뼈의 구성에 필요",뮤 코다 단백 관절 연골 줄 수 망간 뼈 에너지 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 혈액 뼈 구성
소연골 뮤코다당단백(콘드로이친)1200,관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
소연골 콘드로이친 1200 포르테,"[뮤코다당 · 단백] 
1)관절 및 연골건강에 도움을 줄 수 있음",뮤 코다 단백 관절 연골 줄 수
소연골 콘드로이친 뮤코다당단백 1200,[뮤코다당･단백]①관절 및 연골건강에 도움을 줄 수 있음,뮤 코다 단백 관절 연골 줄 수
소연골 콘드로이친 뮤코다당단백 1200,"[뮤코다당·단백]
관절 및 연골건강에 도움을 줄 수 있음

[비타민D]
칼슘과 인이 흡수되고 이용되는데 필요
뼈의 형성과 유지에 필요
골다공증발생 위험 감소에 도움을 줌

[망간]
뼈 형성에 필요
에너지 이용에 필요
유해산소로부터 세포를 보호하는데 필요",뮤 코다 단백 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소 망간 뼈 에너지 산소
소연골 콘드로이친 뮤코다당단백 1200,"[뮤코다당.단백]
(가) 관절 및 연골건강에 도움을 줄 수 있음
[비타민 D]
(가) 칼슘과 인이 흡수되고 이용되는데 필요
(나) 뼈의 형성과 유지에 필요
(다) 골다공증발생 위험 감소에 도움을 줌
[망간]
(가) 뼈 형성에 필요
(나) 에너지 이용에 필요
(다) 유해산소로부터 세포를 보호하는데 필요
[비타민 K]
(가) 정상적인 혈액응고에 필요
(나) 뼈의 구성에 필요",뮤 코다 단백 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소 망간 뼈 에너지 산소 비타민 혈액 뼈 구성
소연골 콘드로이친 뮤코다당단백 1200,"[뮤코다당·단백] 관절 및 연골건강에 도움을 줄 수 있음

[비타민 D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌

[비타민 K] ①정상적인 혈액응고에 필요 ②뼈의 구성에 필요

[망간] ①뼈 형성에 필요 ②에너지 이용에 필요 ③유해산소로부터 세포를 보호하는데 필요

[셀렌] 유해산소로부터 세포를 보호하는데 필요",뮤 코다 단백 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소 비타민 혈액 뼈 구성 망간 뼈 에너지 산소 셀렌 산소
소연골 콘드로이친 뮤코다당단백 1500,"[뮤코다당·단백] 관절 및 연골건강에 도움을 줄 수 있음
[비타민K] 정상적인 혈액응고에 필요, 뼈의 구성에 필요",뮤 코다 단백 관절 연골 줄 수 비타민 혈액 뼈 구성
소연골 콘드로이친 뮤코다당단백 1500 플러스,"관절 및 연골건강에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 칼슘 인 뼈 골다공증 감소
소연골뮤코다당단백(콘드로이친)1200 + 비타민K,"[뮤코다당･단백] ①관절 및 연골건강에 도움을 줄 수 있음
[비타민K] ①정상적인 혈액응고에 필요 ②뼈의 구성에 필요",뮤 코다 단백 관절 연골 줄 수 비타민 혈액 뼈 구성
소연골뮤코다당단백[콘드로이친]1200,관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
소연골뮤코다당단백콘드로이친,관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
소연골뮤코다당단백콘드로이친,"[뮤코다당･단백] ①관절 및 연골건강에 도움을 줄 수 있음
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌
[망간] ①뼈 형성에 필요 ②에너지 이용에 필요 ③유해산소로부터 세포를 보호하는데 필요",뮤 코다 단백 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소 망간 뼈 에너지 산소
속편한 관절 비즈왁스알코올,"[비즈왁스알코올(Bees Wax Alcohol, BWA)]위점막을 보호하여 위건강에 도움을 줄 수 있음 , 관절 건강에 도움을 줄 수 있음
",비즈 왁스 알코올 위 점막 위 줄 수 관절 줄 수
솔고관절애愛,"①관절 및 연골 건강에 도움을 줄 수 있음

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액 응고에 필요④골다공증 발생 위험 감소에 도움을 줌

①관절 및 연골 건강에 도움을 줄 수 있음",관절 연골 줄 수 뼈 치아 신경 근육 혈액 골다공증 감소 관절 연골 줄 수
솔티스 타마플렉스 관절&연골 프로텍션 5days,- 타마린드강황주정추출복합물(Tamaflex®)(제2024-12호) : 관절 및 연골 건강에 도움을 줄 수 있음,타마린드 강황 주정 복합 물 호 관절 연골 줄 수
솔팩 글루코사민,[N-아세틸글루코사민] 관절 및 연골 건강에 도움을 줄 수 있음,틸글루 코 민 관절 연골 줄 수
수관보,"① 관절 및 연골건강에 도움을 줄 수 있음

①관절 및 연골 건강에 도움을 줄 수 있음

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 관절 연골 줄 수 뼈 치아 신경 근육 혈액 골다공증 감소
수다이어트,"[가르시니아캄보지아추출물]탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
[N-아세틸글루코사민 제품]①관절 및 연골 건강에 도움 ②피부보습에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 틸글루 코 민 관절 연골 피부 보습 줄 수
수비안 엠에스엠(MSM),① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
수신뮤코다당.단백,[뮤코다당.단백 제품]①관절 및 연골건강에 도움을 줄 수 있음,뮤 코다 단백 관절 연골 줄 수
수월관 프리미엄,"① 관절 및 연골건강에 도움을 줄 수 있음,①뼈와 치아 형성에 필요
②신경과 근육 기능 유지에 필요
③정상적인 혈액응고에 필요
④골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 뼈 치아 신경 근육 혈액 골다공증 감소
수피아 헬씨 엠에스엠,"① 관절 및 연골건강에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요,[엠에스엠] ① 관절 및 연골건강에 도움을 줄 수 있음
[비타민C] ① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요 ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",관절 연골 줄 수 철 항산화 산소 엠에스 엠 관절 연골 줄 수 비타민 철 항산화 산소
순 식물성 엠에스엠(MSM),① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
순 식물성 엠에스엠(MSM),① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
순백 MSM관절100,",① 관절 및 연골건강에 도움을 줄 수 있음",관절 연골 줄 수
순식물성 MSM 에센셜 골드,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
순식물성 MSM100%,[엠에스엠] : 관절 및 연골건강에 도움을 줄 수 있음,엠에스 엠 관절 연골 줄 수
순식물성 프리미엄 골드,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
순식물성MSM 관절팔팔 365,"① 관절 및 연골건강에 도움을 줄 수 있음

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 면역 칼슘 인 뼈 골다공증 감소
순식물성MSM프리미엄 골드,① 관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
쉐이프에스,"오미자추출물 : (국문) 근력 개선에 도움을 줄 수 있음, 관절건강에 도움을 줄 수 있음 (영문) May help to improve muscle strength, May help to maintain healthy joint
그린커피빈주정추출물 : (국문) 체지방 감소에 도움을 줄 수 있음, (영문) May help to reduce body fat",오미자 물 근력 줄 수 관절 줄 수 그린 커피빈 주정 물 체지방 감소 줄 수
슈티칼 MSM(엠에스엠),"[디메틸설폰(Methyl sulfonylmethane, MSM) 제품]① 관절 및 연골건강에 도움을 줄 수 있음
",디메틸 설폰 관절 연골 줄 수
슈퍼마일리지 MSM,관절 및 연골건강에 도움을 줄 수 있음,관절 연골 줄 수
슈퍼무브 식물성 MSM 2000,"엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)
관절 및 연골건강에 도움을 줄 수 있음",엠에스 엠 디메틸 설폰 관절 연골 줄 수
슈퍼엠에스엠프로토콜,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[엠에스엠(MSM)]관절 및 연골건강에 도움을 줄 수 있음 ",비타민 철 산소 엠에스 엠 관절 연골 줄 수
슈퍼콜라겐 골드,"(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요



①관절 및 연골 건강에 도움을 줄 수 있음

①체내 에너지 생성에 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요,* AP콜라겐효소분해펩타이드
피부 보습에 도움을 줄 수 있음
자외선에 의한 피부 손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음
",지방 단백질 에너지 생 관절 연골 줄 수 에너지 생 뼈 에너지 산소 콜라겐 효소 분해 펩타이드 피부 보습 줄 수 자외선 피부 손상 피부 줄 수
슈퍼호관원프리미엄,"① 관절 및 연골건강에 도움을 줄 수 있음

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 뼈 치아 신경 근육 혈액 골다공증 감소
슈퍼호관호,"MSM: 관절 및 연골건강에 도움을 줄 수 있음
칼슘: (가) 뼈와 치아 형성에 필요
(나) 신경과 근육 기능 유지에 필요
(다) 정상적인 혈액응고에 필요
(라) 골다공증발생 위험 감소에 도움을 줌",관절 연골 줄 수 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소
스마일렌 관절서포트 MSM,"[엠에스엠] ① 관절 및 연골건강에 도움을 줄 수 있음

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",엠에스 엠 관절 연골 줄 수 비타민 칼슘 인 뼈 골다공증 감소 아연 면역
스마트스킨,"[N-아세틸글루코사민 제품]①관절 및 연골 건강에 도움을 줄 수 있음 ②피부보습에 도움을 줄 수 있음
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
",틸글루 코 민 관절 연골 줄 수 피부 보습 줄 수 비오틴 지방 단백질 에너지 생
스몰윈도우 마디프리놀 골드,"리프리놀-초록입홍합추출오일 : (국문) 관절 건강에 도움을 줄 수 있음 (영문) May help to maintain healthy joint
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",리프 리놀 초록 입 홍합 오일 관절 줄 수 비타민 항산화 산소
스킨포스 아쿠아포뮬라,①관절 및 연골 건강에 도움을 줄 수 있음 ②피부보습에 도움을 줄 수 있음,관절 연골 줄 수 피부 보습 줄 수
스토리라이프더블유엠에스엠,"[MSM제품]① 관절 및 연골건강에 도움을 줄 수 있음
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
",관절 연골 줄 수 아연 면역
