제품명,기능성,processed_text
수면앤다이어트,"①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요,·감태추출물(개별인정형원료 제2015-6호) : 수면의 질 개선에 도움을 줄 수 있음
·콜레우스포스콜리추출물[개별인정형원료 제2012-5호] : 체지방 감소에 도움을 줄 수 있음",에너지 에너지 생 단백질 아미노산 혈액 시스테인 지방 단백질 에너지 생 산소 감태 물 개별 인정 원료 호 수면 질 줄 수 콜 레우스 포스 콜리 물 개별 인정 원료 호 체지방 감소 줄 수
수면앤다이어트,"[비타민B1] (1) 탄수화물과 에너지 대사에 필요

[비타민B2] (1) 체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[판토텐산] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[셀레늄(또는 셀렌)] ①유해산소로부터 세포를 보호하는데 필요

[감태추출물(제2015-6호)] 수면의 질 개선에 도움을 줄 수 있음(생리활성기능 2등급)

[콜레우스 포스콜리 추출물(제2012-5호)] 체지방 감소에 도움을 줄 수 있음 (생리활성기능 2등급)",비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생 셀레늄 셀렌 산소 감태 물 호 수면 질 줄 수 생리 활 콜 레우스 포스 콜리 물 호 체지방 감소 줄 수 생리 활
수용성 키토산,"(가) 혈중 콜레스테롤 개선에 도움을 줄 수 있음 : (일일섭취량) 키토산으로서 1.2~4.5g
(나) 체지방 감소에 도움을 줄 수 있음 : (일일섭취량) 키토산으로서 3.0~4.5g",콜레스테롤 줄 수 일일 섭취 량 키토산 체지방 감소 줄 수 일일 섭취 량 키토산
수코 펫 블럭,①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,지방 체지방 감소 줄 수
수코블럭,"[가르시니아캄보지아추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수
순삭컷(SOONSAK CUT),"[녹차추출물]
항산화･체지방 감소･혈중 콜레스테롤 개선에 도움을 줄 수 있음

[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[나이아신]
체내 에너지 생성에 필요

[비타민B6]
(가) 단백질 및 아미노산 이용에 필요
(나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]
탄수화물과 에너지 대사에 필요

[비타민B2]
체내 에너지 생성에 필요

[셀렌]
유해산소로부터 세포를 보호하는데 필요

[망간]
(가) 뼈 형성에 필요
(나) 에너지 이용에 필요
(다) 유해산소로부터 세포를 보호하는데 필요",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 셀렌 산소 망간 뼈 에너지 산소
순수 녹차 카테킨 300mg,항산화 ･ 체지방 감소 ･ 혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
순환 이지 다이어트,"1) 녹차추출물 : 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
2) 은행잎추출물 : 기억력 개선·혈행 개선에 도움을 줄 수 있음",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 은행 잎 물 기억 혈행 줄 수
순환핏 다이어트,"[바나바잎추출물]①식후 혈당상승 억제에 도움을 줄 수 있음
[은행잎추출물]① 기억력 개선･혈행 개선에 도움을 줄 수 있음
[녹차추출물]항산화･체지방 감소･혈중 콜레스테롤 개선에 도움을 줄 수 있음",바나바 잎 물 식후 혈당 상승 줄 수 은행 잎 물 기억 혈행 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
술술살살,"·헛개나무과병추출분말(기능성원료인정제2016-10호)
 	- 알코올성 손상으로부터 간을 보호하는데 도움을 줄 수 있음

·녹차추출물
	- 항산화․체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

·비타민C
	- 결합조직 형성과 기능유지에 필요
	- 철 의 흡수에 필요 
	- 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",헛 나무 병 분말 원료 정제 호 알코올 손상 간 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 비타민 철 항산화 산소
술술살살+,"·유산균 발효 다시마추출물(기능성원료인정 제2011-22호)
         - 알콜성 손상으로부터 간을 보호하는데 도움을 줄 수 있음
         - 기억력 개선에 도움을 줄 수 있음
·녹차추출물
	- 항산화․체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
·비타민C
	- 결합조직 형성과 기능유지에 필요
	- 철의 흡수에 필요 
	- 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",유산균 발효 다시마 물 원료 인정 호 알콜 손상 간 줄 수 기억 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 비타민 철 항산화 산소
숨바디수(秀) 다이어트 액상,"* 가르시니아캄보지아 추출물
① 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

* 난소화성말토덱스트린
① 식후 혈당상승 억제･혈중 중성지질 개선･배변활동 원활에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 난소 화성 말토 덱스트린 식후 혈당 상승 중성 지질 배변 줄 수
쉐르파미 나타드코코 다이어트 젤리,[가르시니아캄보지아추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,아캄 보지 물 지방 체지방 감소 줄 수
쉐이크라인(SHAKE LINE),"1) 녹차추출물 : 항산화 · 체지방 감소 · 혈중 콜레스테롤 개선에 도움을 줄 수 있음.
2) 단백질 : 근육, 결합조직 등 신체조직의 구성성분, 효소, 호르몬, 항체의 구성에 필요, 체내 필수 영양성분이나 활성물질의 운반과 저장에 필요, 체액, 산-염기의 균형 유지에 필요, 에너지, 포도당, 지질의 합성에 필요.",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 단백질 근육 신체 조직 구성 성분 효소 호르몬 항체 구성 필수 영양성분 활 물질 운반 저장 체액 산 염기 균형 에너지 포도당 지질
쉐이크베이비 다이어트 워터믹스 자몽맛,"[난소화성말토덱스트린]
(가) 식후 혈당상승 억제･배변활동 원활에 도움을 줄 수 있음

[가르시니아캄보지아 추출물]
(1) 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[나이아신]
(1) 체내 에너지 생성에 필요

[판토텐산]
(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민 B6]
(1) 단백질 및 아미노산 이용에 필요
(2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",난소 화성 말토 덱스트린 식후 혈당 상승 배변 줄 수 아캄 보지 물 지방 체지방 감소 줄 수 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인
쉐이크베이비 다이어트 워터믹스 커피맛,"[난소화성말토덱스트린]
① 식후 혈당상승 억제·배변활동 원활에 도움을 줄 수 있음

[가르시니아캄보지아 추출물]
① 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[나이아신]
① 체내 에너지 생성에 필요

[판토텐산]
① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민 B6]
①단백질 및 아미노산 이용에 필요
②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",난소 화성 말토 덱스트린 식후 혈당 상승 배변 줄 수 아캄 보지 물 지방 체지방 감소 줄 수 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인
쉐이프에스,"오미자추출물 : (국문) 근력 개선에 도움을 줄 수 있음, 관절건강에 도움을 줄 수 있음 (영문) May help to improve muscle strength, May help to maintain healthy joint
그린커피빈주정추출물 : (국문) 체지방 감소에 도움을 줄 수 있음, (영문) May help to reduce body fat",오미자 물 근력 줄 수 관절 줄 수 그린 커피빈 주정 물 체지방 감소 줄 수
쉐킷톡,[가르시니아캄보지아추출물]탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,아캄 보지 물 지방 체지방 감소 줄 수
쉬다정,"[가르시니아캄보지아 추출물]
탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[비타민 B1]
①탄수화물과 에너지 대사에 필요

[비타민 B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민 D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요",아캄 보지 물 지방 체지방 감소 줄 수 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 비타민 칼슘 인 뼈 골다공증 감소 아연 면역
쉬움-비움,"[차전자피 제품] 배변활동 원활에 도움을 줄 수 있음
[가르시니아캄보지아 제품] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방감소에 도움을 줄 수 있음",차 피 배변 줄 수 아캄 보지 지방 체지방 감소 줄 수
쉬움-비움Q,"[차전자피식이섬유] ①배변활동 원활에 도움을 줄 수 있음
[가르시니아캄보지아추출물] ①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음",피 식이섬유 배변 줄 수 아캄 보지 물 지방 체지방 감소 줄 수
쉬움-채움,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요",항산화 체지방 감소 콜레스테롤 줄 수 단백질 아미노산 혈액 시스테인 에너지 에너지 생
쉼표,"[가르시니아캄보지아추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
[홍경천추출물] 스트레스로 인한 피로 개선에 도움을 줄 수 있음
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[나이아신] 체내 에너지 생성에 필요
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",아캄 보지 물 지방 체지방 감소 홍 물 스트레스 피로 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 나이아신 에너지 생 아연 면역 엽산 혈액 생 태아 경관 혈액 시스테인 판토텐산 지방 단백질 에너지 생
슈가컨트롤 플러스,"[구아검가수분해물] ①혈중 콜레스테롤 개선·식후 혈당상승 억제·장내 유익균 증식·배변활동 원활에 도움을 줄 수 있음

[가르시니아캄보지아 추출물] ①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음",구아검 가수분해 물 콜레스테롤 식후 혈당 상승 장내 유익 균 배변 줄 수 아캄 보지 물 지방 체지방 감소 줄 수
슈가컷 애플 발포다이어트,"- 풋사과추출물 애플페논(Applephenon)(제2021-6호) : 체지방 감소에 도움을 줄 수 있음
- 난소화성말토덱스트린 : 식후 혈당상승 억제에 도움을 줄 수 있음, 배변활동 원활에 도움을 줄 수 있음
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",풋 사과 물 애플 페논 호 체지방 감소 줄 수 난소 화성 말토 덱스트린 식후 혈당 상승 줄 수 배변 줄 수 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생
슈다,"①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음

①탄수화물이 지방으로 합성되는 것을억제하여 체지방 감소에 도움을 줄 수 있음",콜레스테롤 배변 줄 수 지방 체지방 감소 줄 수
슈다업(SUDA UP),"①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음

①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음",콜레스테롤 배변 줄 수 지방 체지방 감소 줄 수
슈브 브릴리언트 바디 밸런스,탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,지방 체지방 감소 줄 수
슈비체 슬림포스(SPITZE SLIMPOS),체지방 감소에 도움을 줄 수 있음,체지방 감소 줄 수
슈비체 카보슬림 (SPITZE CABOSLIM),"* 가르시니아캄보지아 추출물
① 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

* 비타민B1
① 탄수화물과 에너지 대사에 필요",아캄 보지 물 지방 체지방 감소 줄 수 비타민 에너지
슈퍼 다이어트 가르시니아 캄보지아,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요",지방 체지방 감소 철 산소
슈퍼 잔티젠 원 캡슐 다이어트,체지방 감소에 도움을 줄 수 있음,체지방 감소 줄 수
슈퍼라인 대장습관,"[자일로올리고당(제2009-80호)] 
- 장내 유익균 증식, 유해균 억제, 배변활동에 도움을 줄 수 있음
[가르시니아캄보지아추출물]
- 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
[난소화성말토덱스트린]
- 배변활동 원활에 도움을 줄 수 있음
[비타민B1]
- 탄수화물과 에너지 대사에 필요
[비타민B2]
- 체내 에너지 생성에 필요
[비타민B6]
- 단백질 및 아미노산 이용에 필요
- 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민C]
- 결합조직 형성과 기능유지에 필요
- 철의 흡수에 필요
- 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[나이아신]
- 체내 에너지 생성에 필요
[판토텐산]
- 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",일로 올리고당 호 장내 유익 균 균 배변 줄 수 아캄 보지 물 지방 체지방 감소 줄 수 난소 화성 말토 덱스트린 배변 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 철 항산화 산소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생
슈퍼라인 울트라 22,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[철]①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[몰리브덴]①산화,환원 효소의 활성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민K]①정상적인 혈액응고에 필요②뼈의 구성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[요오드]①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
",아캄 보지 물 지방 체지방 감소 비타민 철 산소 셀레늄 셀렌 산소 비타민 산소 철 산소 운반 혈액 생 에너지 생 나이아신 에너지 생 몰리브덴 산화 환원 효소 활 아연 면역 망간 뼈 에너지 산소 판토텐산 지방 단백질 에너지 생 구리 철 운반 산소 비타민 단백질 아미노산 혈액 시스테인 비타민 칼슘 인 뼈 골다공증 감소 비타민 곳 피부 점막 상피세포 비타민 에너지 생 비타민 에너지 비타민 혈액 뼈 구성 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산 요오드 갑상선 호르몬 에너지 생 비오틴 지방 단백질 에너지 생
슈퍼바부스트 크릴56,체지방 감소에 도움을 줄 수 있음,체지방 감소 줄 수
슈퍼바부스트 크릴56,"(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat
",체지방 감소 줄 수
슈퍼블럭 키토산애프터,"[비타민B1]
탄수화물과 에너지 대사에 필요

[비타민B2]
체내 에너지 생성에 필요

[나이아신]
체내 에너지 생성에 필요

[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B6]
단백질 및 아미노산 이용에 필요
혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[엽산]
세포와 혈액생성에 필요
태아 신경관의 정상 발달에 필요
혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민C]
결합조직 형성과 기능유지에 필요
철의 흡수에 필요
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연]
정상적인 면역기능에 필요
정상적인 세포분열에 필요

[셀레늄]
유해산소로부터 세포를 보호하는데 필요

[키토산/키토올리고당]
혈중 콜레스테롤 개선･체지방 감소에 도움을 줄 수 있음",비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 철 항산화 산소 아연 면역 셀레늄 산소 키토산 키토 올리고당 콜레스테롤 체지방 감소 줄 수
슈퍼비타 S라인 골드,"1) 콜레우스포스콜리추출물 : 체지방 감소에 도움을 줄 수 있음. 
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B2 : 체내 에너지 생성에 필요.
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 비타민B12 : 정상적인 엽산 대사에 필요.
6) 나이아신 : 체내 에너지 생성에 필요.
7) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
8) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
9) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.",콜 레우스 포스 콜리 물 체지방 감소 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생
슈퍼빅모닝다이어트,"①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음

①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌",콜레스테롤 배변 줄 수 지방 체지방 감소
슈퍼슬림 나이트컷,"[녹차추출물] 항산화 · 체지방 감소 · 혈중 콜레스테롤 개선에 도움을 줄 수 있음
[콜레우스포스콜리추출물] 체지방 감소에 도움을 줄 수 있음
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요/혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 콜 레우스 포스 콜리 물 체지방 감소 줄 수 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생
슈퍼슬림다이어트HCA,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
",아캄 보지 물 지방 체지방 감소
슈퍼슬림다이어트HCA,[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌,아캄 보지 물 지방 체지방 감소
슈퍼에스디팻파우더플러스,[가르시니아캄보지아 추출물] ①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌,아캄 보지 물 지방 체지방 감소
슈퍼에스디팻플러스,[가르시니아캄보지아 추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음,아캄 보지 물 지방 체지방 감소 줄 수
슈퍼컷 다이어트,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",항산화 체지방 감소 콜레스테롤 줄 수 칼슘 인 뼈 골다공증 감소
슈퍼컷 칼로리밋트(supercut CalorieMeet),"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",아캄 보지 물 지방 체지방 감소 판토텐산 지방 단백질 에너지 생 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 비타민 단백질 아미노산 혈액 시스테인
슈퍼팻프리 원바디 다이어트,"[콜레우스포스콜리추출물]체지방 감소에 도움을 줄 수 있음 (생리활성기능 2등급)

[비타민B1]①탄수화물과 에너지 대사에 필요

[비타민B2]①체내 에너지 생성에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",콜 레우스 포스 콜리 물 체지방 감소 줄 수 생리 활 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생
슈퍼핏,"[가르시니아캄보지아 추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수
슈퍼핏 에픽슬림제로,"[녹차추출물 제품]1. 항산화에 도움을 줄 수 있음 2.체지방 감소에 도움을 줄 수 있음3. 혈중 콜레스테롤 개선에 도움을 줄 수 있음
[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
",녹차 물 항산화 줄 수 체지방 감소 줄 수 콜레스테롤 줄 수 아캄 보지 물 지방 체지방 감소 비타민 철 산소 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 산소 비타민 칼슘 인 뼈 골다공증 감소 비오틴 지방 단백질 에너지 생
슈퍼하트 리셋카페,"[가르시니아캄보지아 추출물]
1) 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[난소화성말토덱스트린]
1) 식후 혈당상승 억제에 도움을 줄 수 있음
2) 배변활동 원활에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 난소 화성 말토 덱스트린 식후 혈당 상승 줄 수 배변 줄 수
슈퍼하트 슬림히어로,"[녹차추출물] 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음.
[가르시니아캄보지아추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음.
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요. 뼈의 형성과 유지에 필요. 골다공증발생 위험 감소에 도움을 줌.
[비타민E] 유해산소로부터 세포를 보호하는데 필요.
[비타민B1] 탄수화물과 에너지 대사에 필요.
[비타민B2] 체내 에너지 생성에 필요.
[나이아신] 체내 에너지 생성에 필요.
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
[비타민B6] 단백질 및 아미노산 이용에 필요. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
[엽산] 세포와 혈액생성에 필요. 태아 신경관의 정상 발달에 필요. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
[비타민C] 결합조직 형성과 기능유지에 필요. 철의 흡수에 필요. 유해산소로부터 세포를 보호하는데 필요.",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 아캄 보지 물 지방 체지방 감소 줄 수 비타민 칼슘 인 뼈 골다공증 감소 비타민 산소 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 비타민 철 산소
