제품명,기능성,processed_text
브레인크린300,"[EPA 및 DHA 함유 유지] 혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음
[BT-11원지추출분말] 성인의 기억력 개선에 도움을 줄 수 있음
[비타민E] 유해산소로부터 세포를 보호하는데 필요
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",중성 지질 혈행 줄 수 성인 기억 줄 수 비타민 산소 아연 면역 엽산 혈액 생 태아 경관 혈액 시스테인
브레인크린비티11,"혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음 (EPA 및 DHA함유유지)

성인의 기억력 개선에 도움을 줄 수 있습니다.(기타기능 II) (원지추출분말)

유해산소로부터 세포를 보호하는데 필요 (비타민E)

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 (엽산)

①정상적인 면역기능에 필요②정상적인 세포분열에 필요 (아연)",중성 지질 혈행 줄 수 성인 기억 줄 수 분말 산소 비타민 혈액 생 태아 경관 혈액 시스테인 엽산 면역 아연
브레인포스파티딜세린징코,"-기억력 개선·혈행 개선에 도움을 줄 수 있음

① 노화로 인해 저하된 인지력 개선·자외선에 의한 피부 손상으로부터 피부 건강 유지·피부보습에 도움을 줄 수 있음

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",기억 혈행 줄 수 노화 저하 인지력 자외선 피부 손상 피부 피부 보습 줄 수 항산화 산소
브레인핏,[은행잎추출물] ① 기억력 개선 ･ 혈행 개선에 도움을 줄 수 있음,은행 잎 물 기억 혈행 줄 수
브리오 보라지오일 감마리놀렌산 300,"[감마리놀렌산 함유유지] -혈중 콜레스테롤 개선·혈행개선·월경전 변화에 의한 불편한 상태 개선·면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 비타민 항산화 산소
브리오 식물성 초임계 알티지 오메가3 맥스,"[EPA 및 DHA 함유 유지] 혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 기억 눈 눈 줄 수 비타민 항산화 산소
브리오 초임계 알티지 오메가3 맥스,[EPA 및 DHA 함유유지]①혈중 중성지질 개선·혈행 개선· 기억력 개선에 도움을 줄 수 있음,중성 지질 혈행 기억 줄 수
브리오 혈당 혈압 밸런스 알파,"[홍국] 혈중 콜레스테롤 개선에 도움을 줄 수 있음
[은행잎 추출물] 기억력 개선, 혈행 개선에 도움을 줄 수 있음
[바나바잎 추출물] 식후 혈당상승 억제에 도움을 줄 수 있음
[코엔자임Q10] 항산화, 높은 혈압 감소에 도움을 줄 수 있음",홍국 콜레스테롤 줄 수 은행 잎 물 기억 혈행 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 코엔자임 항산화 혈압 감소 줄 수
브이 밸런스,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

-기억력 개선·혈행 개선에 도움을 줄 수 있음

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",항산화 체지방 감소 콜레스테롤 줄 수 기억 혈행 줄 수 에너지 에너지 생 에너지 생 지방 단백질 에너지 생 단백질 아미노산 혈액 시스테인
브이 징코밸런스,"[은행잎추출물]
기억력 개선·혈행 개선에 도움을 줄 수 있음
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",은행 잎 물 기억 혈행 줄 수 비타민 단백질 아미노산 혈액 시스테인 엽산 혈액 생 태아 경관 혈액 시스테인
브이-알티지오메가3,"혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음
건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",중성 지질 혈행 줄 수 눈 눈 줄 수 항산화 산소 칼슘 인 뼈 골다공증 감소
브이리셋 나이트,"[돌외잎주정추출분말] (국문) 체지방 감소에 도움을 줄 수 있음 (생리활성기능 2등급) (영문) May help reduce body fat mass(Other function claim 2 grade)
[은행잎추출물] 기억력 개선·혈행 개선에 도움을 줄 수 있음",돌외잎 주정 분말 체지방 감소 줄 수 생리 활 은행 잎 물 기억 혈행 줄 수
브이팩 주니어(V-Pack Junior),"[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

[홍삼]①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

[은헁잎추출물] 기억력 개선·혈행 개선에 도움을 줄 수 있음

[혜마토코쿠스 추출물] ①눈의 피로도 개선에 도움을 줄 수 있음

[옥타코사놀 함유 유지]①지구력 증진에 도움을 줄 수 있음

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민B1]①탄수화물과 에너지 대사에 필요

[비타민B2]①체내 에너지 생성에 필요",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 홍삼 면역 피로 혈액 기억 항산화 줄 수 비타민 철 산소 은헁잎 물 기억 혈행 줄 수 혜 마토 코 쿠스 물 눈 피로 줄 수 옥 타코 놀 지구력 줄 수 비타민 칼슘 인 뼈 골다공증 감소 아연 면역 비타민 곳 피부 점막 상피세포 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생
브이팩 혈행케어,"[감마리놀렌산 함유 유지]
1) 혈중 콜레스테롤 개선･혈행개선에 도움을 줄 수 있음 
2) 월경전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음 
3) 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음 

[EPA 및 DHA 함유 유지]
1) 혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음 

[코엔자임Q10]
1) 항산화･높은 혈압 감소에 도움을 줄 수 있음

[비타민E]
1) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 줄 수 경전 변화 상태 줄 수 면역 과민반응 피부 상태 줄 수 중성 지질 혈행 줄 수 코엔자임 항산화 혈압 감소 줄 수 비타민 항산화 산소
브이푸드 맨 프로,"EPA 및 DHA 함유 유지 : (1) 혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음 (2) 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음 
밀크씨슬 추출물 : 간 건강에 도움을 줄 수 있음
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
철 : (1) 체내 산소운반과 혈액생성에 필요 (2) 에너지 생성에 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
나이아신 : 체내 에너지 생성에 필요
크롬: 체내 탄수화물, 지방, 단백질 대사에 관여
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
몰리브덴 : 산화·환원 효소의 활성에 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
망간 : (1) 뼈 형성에 필요 (2) 에너지 이용에 필요 (3) 유해산소로부터 세포를 보호하는데 필요
셀레늄 : 유해산소로부터 세포를 보호하는데 필요
구리 : (1) 철의 운반과 이용에 필요 (2) 유해산소로부터 세포를 보호하는데 필요
바나바잎 추출물 : 식후 혈당상승 억제에 도움을 줄 수 있음
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비타민K : (1) 정상적인 혈액응고에 필요 (2) 뼈의 구성에 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌
엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
요오드 : (1) 갑상선 호르몬의 합성에 필요 (2) 에너지 생성에 필요 (3) 신경발달에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B12 : 정상적인 엽산 대사에 필요",중성 지질 혈행 줄 수 눈 눈 줄 수 밀크 슬 물 간 줄 수 비타민 철 항산화 산소 철 산소 운반 혈액 생 에너지 생 비타민 항산화 산소 나이아신 에너지 생 크롬 지방 단백질 관여 판토텐산 지방 단백질 에너지 생 몰리브덴 산화 환원 효소 활 아연 면역 비타민 단백질 아미노산 혈액 시스테인 망간 뼈 에너지 산소 셀레늄 산소 구리 철 운반 산소 바나바 잎 물 식후 혈당 상승 줄 수 비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 혈액 뼈 구성 비타민 칼슘 인 뼈 골다공증 감소 엽산 혈액 생 태아 경관 혈액 시스테인 요오드 갑상선 호르몬 에너지 생 비오틴 지방 단백질 에너지 생 비타민 엽산
브이푸드 오메가3 듀얼케어,"혈중 중성지질 개선·혈행 개선,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음",중성 지질 혈행 눈 눈 줄 수
브이푸드 우먼 프로,"EPA 및 DHA 함유 유지 : (1) 혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음 (2) 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
철 : (1) 체내 산소운반과 혈액생성에 필요 (2) 에너지 생성에 필요
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
셀레늄 : 유해산소로부터 세포를 보호하는데 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
나이아신 : 체내 에너지 생성에 필요
크롬: 체내 탄수화물, 지방, 단백질 대사에 관여
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
몰리브덴 : 산화·환원 효소의 활성에 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
망간 : (1) 뼈 형성에 필요 (2) 에너지 이용에 필요 (3) 유해산소로부터 세포를 보호하는데 필요
구리 : (1) 철의 운반과 이용에 필요 (2) 유해산소로부터 세포를 보호하는데 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
바나바잎 추출물 : 식후 혈당상승 억제에 도움을 줄 수 있음
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비타민K : (1) 정상적인 혈액응고에 필요 (2) 뼈의 구성에 필요
엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌
요오드 : (1) 갑상선 호르몬의 합성에 필요 (2) 에너지 생성에 필요 (3) 신경발달에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B12 : 정상적인 엽산 대사에 필요",중성 지질 혈행 줄 수 눈 눈 줄 수 철 산소 운반 혈액 생 에너지 생 비타민 철 항산화 산소 셀레늄 산소 비타민 항산화 산소 나이아신 에너지 생 크롬 지방 단백질 관여 판토텐산 지방 단백질 에너지 생 몰리브덴 산화 환원 효소 활 아연 면역 망간 뼈 에너지 산소 구리 철 운반 산소 비타민 단백질 아미노산 혈액 시스테인 바나바 잎 물 식후 혈당 상승 줄 수 비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 혈액 뼈 구성 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 칼슘 인 뼈 골다공증 감소 요오드 갑상선 호르몬 에너지 생 비오틴 지방 단백질 에너지 생 비타민 엽산
블랙커런트,혈중 콜레스테롤 개선․혈행개선·월경전 변화에 의한 불편한 상태 개선· 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음,콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수
블랙커런트오일100,혈중 콜레스테롤 개선․혈행개선·월경전 변화에 의한 불편한 상태 개선· 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음,콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수
블랙커런트오일캡슐,혈중 콜레스테롤 개선․혈행개선·월경전 변화에 의한 불편한 상태 개선· 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음,콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수
블러다인,"[은행잎추출물]
①기억력 개선·혈행 개선에 도움을 줄 수 있음
[코엔자임Q10]
①항산화·높은 혈압 감소에 도움을 줄 수 있음
[바나바잎추출물]
①식후 혈당상승 억제에 도움을 줄 수 있음",은행 잎 물 기억 혈행 줄 수 코엔자임 항산화 혈압 감소 줄 수 바나바 잎 물 식후 혈당 상승 줄 수
블러드 당 케어 프로,"[EPA 및 DHA 함유 유지]
①혈중 중성지질 개선에 도움을 줄 수 있음 ②혈행개선에 도움을 줄 수 있음

[홍국]
혈중 콜레스테롤 개선에 도움을 줄 수 있음

[바나바잎 추출물]
①식후 혈당상승 억제에 도움을 줄 수 있음",중성 지질 줄 수 혈행 줄 수 홍국 콜레스테롤 줄 수 바나바 잎 물 식후 혈당 상승 줄 수
블러드 밸런스 케어,"[은행잎 추출물] 기억력 개선. 혈행 개선에 도움을 줄 수 있음
[코엔자임Q10] 항산화, 높은 혈압 감소에 도움을 줄 수 있음
[홍국] 혈중 콜레스테롤 개선에 도움을 줄 수 있음
[바나바잎 추출물] 식후 혈당상승 억제에 도움을 줄 수 있음",은행 잎 물 기억 혈행 줄 수 코엔자임 항산화 혈압 감소 줄 수 홍국 콜레스테롤 줄 수 바나바 잎 물 식후 혈당 상승 줄 수
블러드 써큐 올인원 맥스 코엔자임Q10(코큐텐) · 바나바잎(리프) · 은행잎추출물(징코빌로바) · 홍국(모나콜린K) 혈압 · 혈당 · 혈행 · 콜레스테롤 케어 관리 조절,"①식후 혈당상승 억제에 도움을 줄 수 있음

①항산화·높은 혈압 감소에 도움을 줄 수 있음

-기억력 개선·혈행 개선에 도움을 줄 수 있음

①혈중 콜레스테롤 개선에 도움을 줄 수 있음",식후 혈당 상승 줄 수 항산화 혈압 감소 줄 수 기억 혈행 줄 수 콜레스테롤 줄 수
블러드 케어 올-인-원 헬스 (Blood Care All-in-One Health),"[EPA및DHA함유유지] 혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[코엔자임Q10] 항산화·높은 혈압 감소에 도움을 줄 수 있음
[홍국] 혈중 콜레스테롤 개선에 도움을 줄 수 있음
[은행잎추출물] 기억력 개선·혈행 개선에 도움을 줄 수 있음
[나이아신] 체내 에너지 생성에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요",중성 지질 혈행 기억 눈 눈 줄 수 코엔자임 항산화 혈압 감소 줄 수 홍국 콜레스테롤 줄 수 은행 잎 물 기억 혈행 줄 수 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산
블러드 포뮬러,"(1) 혈중 콜레스테롤 개선에 도움을 줄 수 있음

(1) 기능성 내용 : 혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음

(1) 기능성 내용 : 항산화･높은 혈압 감소에 도움을 줄 수 있음

① 식후 혈당상승 억제에 도움을 줄 수 있음

(1) 정상적인 면역기능에 필요
(2) 정상적인 세포분열에 필요

(1) 결합조직 형성과 기능유지에 필요
(2) 철의 흡수에 필요
(3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 세포와 혈액생성에 필요
(2) 태아 신경관의 정상 발달에 필요
(3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 칼슘과 인이 흡수되고 이용되는데 필요
(2) 뼈의 형성과 유지에 필요
(3) 골다공증발생 위험 감소에 도움을 줌

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 유해산소로부터 세포를 보호하는데 필요

(1) 체내 탄수화물, 지방, 단백질 대사에 관여

(1) 체내 에너지 생성에 필요

(1) 정상적인 엽산 대사에 필요

(1) 뼈 형성에 필요
(2) 에너지 이용에 필요
(3) 유해산소로부터 세포를 보호하는데 필요",콜레스테롤 줄 수 내용 중성 지질 혈행 줄 수 내용 항산화 혈압 감소 줄 수 식후 혈당 상승 줄 수 면역 철 항산화 산소 혈액 생 태아 경관 혈액 시스테인 칼슘 인 뼈 골다공증 감소 항산화 산소 산소 지방 단백질 관여 에너지 생 엽산 뼈 에너지 산소
블러드 플로우 케어,"[EPA 및 DHA 함유 유지] ①혈중 중성지질 개선･혈행 개선･기억력 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
[코엔자임Q10] ①항산화･높은 혈압 감소에 도움을 줄 수 있음
[홍국] 혈중 콜레스테롤 개선에 도움을 줄 수 있음
[바나바잎추출물] ①식후 혈당상승 억제에 도움을 줄 수 있음
[비타민B2] ①체내 에너지 생성에 필요
[비타민B12] ①정상적인 엽산 대사에 필요
[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌
[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[망간] ①뼈 형성에 필요 ②에너지 이용에 필요 ③유해산소로부터 세포를 보호하는데 필요
[크롬] ①체내 탄수화물, 지방, 단백질 대사에 관여
[아연] ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
[셀렌] ①유해산소로부터 세포를 보호하는데 필요
[엽산] ①세포와 혈액생성에 필요 ②태아 신경관의 정상 발달에 필요 ③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[요오드] ①갑상선 호르몬의 합성에 필요 ②에너지 생성에 필요 ③신경발달에 필요",중성 지질 혈행 기억 눈 눈 줄 수 코엔자임 항산화 혈압 감소 줄 수 홍국 콜레스테롤 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 비타민 에너지 생 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 망간 뼈 에너지 산소 크롬 지방 단백질 관여 아연 면역 셀렌 산소 엽산 혈액 생 태아 경관 혈액 시스테인 요오드 갑상선 호르몬 에너지 생
블러드러너,"[은행잎추출물] ① 기억력 개선에 도움을 줄 수 있음 ② 혈행 개선에 도움을 줄 수 있음
[바나바잎 추출물] ① 식후 혈당상승 억제에 도움을 줄 수 있음
[엽산] ① 세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요 ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",은행 잎 물 기억 줄 수 혈행 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 엽산 혈액 생 태아 경관 혈액 시스테인
블러드마스터,"1) 은행잎추출물 : 기억력 개선 · 혈행 개선에 도움을 줄 수 있음.
2) 난소화성말토덱스트린 : 식후 혈당상승 억제 · 혈중 중성지질 개선 · 배변활동 원활에 도움을 줄 수 있음.
3) 홍국 : 혈중 콜레스테롤 개선에 도움을 줄 수 있음.
4) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.",은행 잎 물 기억 혈행 줄 수 난소 화성 말토 덱스트린 식후 혈당 상승 중성 지질 배변 줄 수 홍국 콜레스테롤 줄 수 엽산 혈액 생 태아 경관 혈액 시스테인 아연 면역
블러드샷,"1) 나토균배양분말 : 혈압이 높은 사람에게 도움을 줄 수 있음, 혈소판 응집억제를 통한 혈행개선에 도움을 줄 수 있음.
2) 녹차추출물 : 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음.
3) 바나바잎추출물 : 식후 혈당상승 억제에 도움을 줄 수 있음.
4) 홍국 : 혈중 콜레스테롤 개선에 도움을 줄 수 있음.
5) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
6) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
7) 비타민B12 : 정상적인 엽산 대사에 필요.
8) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.
9) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
10) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
11) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.",나토 균배 분말 혈압 사람 줄 수 혈행 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 홍국 콜레스테롤 줄 수 비타민 곳 피부 점막 상피세포 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 엽산 혈액 생 태아 경관 혈액 시스테인 아연 면역
블러드싸이클,"[EPA및DHA함유유지] 혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음
[코엔자임Q10] ①항산화·높은 혈압 감소에 도움을 줄 수 있음
[홍국] ①혈중 콜레스테롤 개선에 도움을 줄 수 있음
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요",중성 지질 혈행 줄 수 코엔자임 항산화 혈압 감소 줄 수 홍국 콜레스테롤 줄 수 비타민 항산화 산소 아연 면역 비타민 곳 피부 점막 상피세포
블러드케어 레드오메가,"[코엔자임Q10] 항산화·높은 혈압 감소에 도움을 줄 수 있음

[홍국] 혈중 콜레스테롤 개선에 도움을 줄 수 있음

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[EPA 및 DHA 함유 유지] 혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[비타민 E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[셀레늄(또는 셀렌)] 유해산소로부터 세포를 보호하는데 필요",코엔자임 항산화 혈압 감소 줄 수 홍국 콜레스테롤 줄 수 아연 면역 중성 지질 혈행 눈 눈 줄 수 비타민 항산화 산소 셀레늄 셀렌 산소
블러드케어 포인원,"[EPA 및 DHA 함유 유지]
1) 혈중 중성지질 개선･혈행 개선에 도움을 줄 수 있음
2) 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[코엔자임Q10]
1) 항산화･높은 혈압 감소에 도움을 줄 수 있음

[홍국]
1) 혈중 콜레스테롤 개선에 도움을 줄 수 있음

[바나바잎 추출물]
1) 식후 혈당상승 억제에 도움을 줄 수 있음

[아연]
1) 정상적인 면역기능에 필요
2) 정상적인 세포분열에 필요

[비타민A]
1) 어두운 곳에서 시각 적응을 위해 필요
2) 피부와 점막을 형성하고 기능을 유지하는데 필요
3) 상피세포의 성장과 발달에 필요

[엽산]
1) 세포와 혈액생성에 필요
2) 태아 신경관의 정상 발달에 필요
3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",중성 지질 혈행 줄 수 눈 눈 줄 수 코엔자임 항산화 혈압 감소 줄 수 홍국 콜레스테롤 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 아연 면역 비타민 곳 피부 점막 상피세포 엽산 혈액 생 태아 경관 혈액 시스테인
블러드케어X5 써큐맥스 플러스,"①항산화·높은 혈압 감소에 도움을 줄 수 있음

①식후 혈당상승 억제에 도움을 줄 수 있음

-기억력 개선·혈행 개선에 도움을 줄 수 있음

①혈중 콜레스테롤 개선에 도움을 줄 수 있음

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",항산화 혈압 감소 줄 수 식후 혈당 상승 줄 수 기억 혈행 줄 수 콜레스테롤 줄 수 면역
블러드파워,"①혈중 콜레스테롤 개선에 도움을 줄 수 있음

-기억력 개선·혈행 개선에 도움을 줄 수 있음

①식후 혈당상승 억제에 도움을 줄 수 있음

①항산화·높은 혈압 감소에 도움을 줄 수 있음",콜레스테롤 줄 수 기억 혈행 줄 수 식후 혈당 상승 줄 수 항산화 혈압 감소 줄 수
블러드포뮬러 전립선 혈행 써큘 부스터,"[쏘팔메토열매추출물] 전립선 건강의 유지에 도움을 줄 수 있음 
[은행잎추출물] 기억력 개선·혈행 개선에 도움을 줄 수 있음
[아연] 정상적인 면역기능에 필요/정상적인 세포분열에 필요",팔메 토 물 전립선 줄 수 은행 잎 물 기억 혈행 줄 수 아연 면역
블로썸365,① 혈중 콜레스테롤 개선 · 혈행개선 · 월경 전 변화에 의한 불편한 상태 개선· 면역 과민반응에 의한 피부 상태 개선에 도움을 줄 수 있음,콜레스테롤 혈행 월경 전 변화 상태 면역 과민반응 피부 상태 줄 수
블루데이엔 보라지유 츄어블,"[감마리놀렌산 함유 유지]
혈중 콜레스테롤 개선･혈행개선･월경전 변화에 의한 불편한 상태 개선･면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 비타민 항산화 산소
