제품명,기능성,processed_text
발효홍삼농축액 15,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액 20,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액 3,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액 5,①면역력 증진 ∙ 피로개선 ∙ 혈소판 응집억제를 통한 혈액흐름 ∙ 기억력 개선 ∙ 항산화 ∙ 갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액 5.5,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
"발효홍삼농축액 6
","①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼농축액 7.5,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액 9,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액 분말,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
[홍삼(원료성)]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수 홍삼 원료 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼농축액 컴파운드케이(Compound K),"[홍삼(원료성)]면역력 증진·피로개선·혈소판 응집 억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음
  ",홍삼 원료 면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액(3),"[홍삼(원료성)]①면역력 증진②피로회복③혈소판 응집 억제를 통한 혈액흐름에 도움, ④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음

 ",홍삼 원료 면역 피로 회복 혈액 기억 줄 수 항산화 줄 수
발효홍삼농축액(4),"[홍삼(원료성)]①면역력 증진②피로회복③혈소판 응집 억제를 통한 혈액흐름에 도움, 기억력 개선에 도움을 줄 수 있음
",홍삼 원료 면역 피로 회복 혈액 기억 줄 수
발효홍삼농축액(7.5),[홍삼(원료성)]①면역력 증진②피로개선③혈소판 응집 억제를 통한 혈액흐름④기억력 개선⑤항산화에 도움을 줄 수 있음,홍삼 원료 면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액10,면역력 증진 ･ 피로개선 ･ 혈소판 응집억제를 통한 혈액흐름 ･기억력 개선 ･ 항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액17,"원료성 제품 : 면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음
최종 제품 : 면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음",원료 면역 피로 혈액 기억 항산화 줄 수 최종 면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액2,"[홍삼(원료성)]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 원료 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼농축액23,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액25,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액5,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액7,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액7.5,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액8,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액A,"[홍삼(원료성)]면역력 증진. 피로개선. 혈소판 응집 억제를 통한 혈액흐름, 기억력 개선. 항산화에 도움을 줄 수 있음
  ",홍삼 원료 면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액B,"①면역력 증진 ②피로개선 ③혈소판 응집억제를 통한 혈액흐름에 도움 ④기억력 개선에 도움
⑤항산화에 도움",면역 피로 혈액 기억 항산화
발효홍삼농축액D,"일일섭취량
(가) 진세노사이드 Rg 1, Rb 1 및 Rg 3의 합계로서 3 ~ 80 mg : 면역력 증진·피로개선에 도움을 줄 수 있음
(나) 진세노사이드 Rg 1, Rb 1 및 Rg 3의 합계로서 2.4 ~ 80 mg : 혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음",일일 섭취 량 사이드 합계 로서 면역 피로 줄 수 사이드 합계 로서 혈액 기억 항산화 줄 수
발효홍삼농축액G,[홍삼(원료성)]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,홍삼 원료 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼농축액ML,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액R,[홍삼(원료성)] ①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,홍삼 원료 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼농축액분말,"[홍삼제품(원료성)]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
    ",홍삼 원료 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼농축액분말,[홍삼(원료성)]면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,홍삼 원료 면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액분말,①면역력 증진 ②피로개선 ③혈소판 응집억제를 통한 혈액흐름 ④기억력 개선 ⑤항산화에 도움을 줄 수 있음 ,면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액분말,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
[홍삼(원료성)]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수 홍삼 원료 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼농축액분말 10,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액분말 12,면역력 증진 ∙ 피로개선 ∙ 혈소판 응집억제를 통한 혈액흐름 ∙ 기억력 개선 ∙ 항산화 ∙ 갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액분말 13,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액분말 15,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액분말 2.5,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액분말 20,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액분말 25,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액분말 3,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액분말 7,①면역력 증진 ∙ 피로개선 ∙ 혈소판 응집억제를 통한 혈액흐름 ∙ 기억력 개선 ∙ 항산화 ∙ 갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액분말(6년근),①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼농축액분말12,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액분말13,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화.갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액분말13,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액분말30,"[홍삼(원료성)]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 원료 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼농축액분말30,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액분말32,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·갱년기 여성의 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼농축액분말A,"[홍삼(원료성)]면역력 증진. 피로개선. 혈소판 응집 억제를 통한 혈액흐름. 기억력 개선. 항산화에 도움을 줄 수 있음
  ",홍삼 원료 면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액알파,①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼농축액천(天)플러스,"①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음

① 스트레스로 인한 긴장완화에 도움을 줄 수 있음",면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수 스트레스 긴장 완화 줄 수
발효홍삼농축액천(天)플러스,"①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음

① 스트레스로 인한 긴장완화에 도움을 줄 수 있음",면역 피로 혈액 기억 항산화 줄 수 스트레스 긴장 완화 줄 수
발효홍삼농축액케이디(KD),①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼농축액플러스,①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼농축액플러스6년근,①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼대보록,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼데일리스틱그린,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼듀오골드,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼레시피,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼본(Fermented Red Ginseng Extract BON),①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼브레인파워,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
[피브로인추출물BF-7]“기억력 개선에 도움을 줄 수 있습니다.”(기타Ⅱ등급)
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수 피 브로 물 기억 줄 수 등급
발효홍삼스마트,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼스틱의 진수,"⑴ 면역력 증진에 도움을 줄 수 있음
  ⑵ 피로개선에 도움을 줄 수 있음
  ⑶ 혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음
  ⑷ 기억력 개선에 도움을 줄 수 있음
  ⑸ 항산화에 도움을 줄 수 있음",면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼액,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼액분말,①면역력 증진②피로개선③혈소판 응집 억제를 통한 혈액흐름④기억력 개선⑤항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼액수(秀)플러스,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼연옥고,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼장생보,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼정,[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼정,[홍삼제품]①면역력 증진②피로개선③혈소판 응집 억제를 통한 혈액흐름에 도움④기억력 개선⑤항산화에 도움을 줄 수 있음 ,홍삼 면역 피로 혈액 기억 항산화 줄 수
발효홍삼정,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
[홍삼(원료성)]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수 홍삼 원료 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼정,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼정,[홍삼제품]①면역력 증진②피로개선③혈소판 응집 억제를 통한 혈액흐름에 도움④기억력 개선⑤항산화에 도움을 줄 수 있음 ,홍삼 면역 피로 혈액 기억 항산화 줄 수
발효홍삼정,①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼정,면역력 증진·피로개선·혈소판 응집 억제를 통한 혈액 흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼정 골드,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
[홍삼(원료성)]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수 홍삼 원료 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼정 케이,"⑴ 면역력 증진에 도움을 줄 수 있음
⑵ 피로개선에 도움을 줄 수 있음
⑶ 혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음
⑷ 기억력 개선에 도움을 줄 수 있음
⑸ 항산화에 도움을 줄 수 있음",면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼정골드,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼정노빌리티,①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼정스틱,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼정옥고,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화 건강에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼정옥고 스틱,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼정옥고스틱 진,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼정플러스,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
[홍삼(원료성)]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수 홍삼 원료 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼주니어,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼진,①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼진,[홍삼제품]①면역력 증진②피로개선③혈소판 응집 억제를 통한 혈액흐름에 도움④기억력 개선⑤항산화에 도움을 줄 수 있음,홍삼 면역 피로 혈액 기억 항산화 줄 수
발효홍삼진 케이,"⑴ 면역력 증진에 도움을 줄 수 있음
⑵ 피로개선에 도움을 줄 수 있음
⑶ 혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음
⑷ 기억력 개선에 도움을 줄 수 있음
⑸ 항산화에 도움을 줄 수 있음",면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼진 프리미엄,"면역력 증진, 피로개선, 혈소판 응집억제를 통한 혈액흐름에 도움, 기억력 개선, 항산화에 도움, 갱년기 여성의 건강에 도움을 줄 수 있음
",면역 피로 혈액 기억 항산화 갱년기 여성 줄 수
발효홍삼진GF,"면역력증진, 피로개선, 혈소판 응집 억제를 통한 혈액흐름에 도움, 기억력 개선, 항산화에 도움을 줄 수 있음.
",면역 피로 혈액 기억 항산화 줄 수
발효홍삼진스틱,"[홍삼제품]①면역력 증진②피로개선③혈소판 응집 억제를 통한 혈액흐름에 도움④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄수 있음
  ",홍삼 면역 피로 혈액 기억 줄 수 항산화
발효홍삼진액,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼진캡슐,①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음 ,면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼추출원액,①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
발효홍삼캡슐F,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼필름,면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
발효홍삼활고(活固),면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
