제품명,기능성,processed_text
333프로젝트 크린업(스텝1),"* 차전자피식이섬유
① 혈중 콜레스테롤 개선ㆍ배변활동 원활에 도움을 줄 수 있음",피 식이섬유 콜레스테롤 배변 줄 수
365 차전자피 솔루션,[차전자피식이섬유] ①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,피 식이섬유 콜레스테롤 배변 줄 수
3초습관 SOS 칼로리컷,"(1) 탄수화물과 에너지 대사에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

①체내 에너지 생성에 필요

(1) 체내 에너지 생성에 필요

①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음",에너지 지방 단백질 에너지 생 단백질 아미노산 혈액 시스테인 지방 체지방 감소 줄 수 에너지 생 에너지 생 항산화 체지방 감소 콜레스테롤 줄 수
7일:컷 다이어트,"[차전자피식이섬유] ①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음

[가르시니아캄보지아 추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음",피 식이섬유 콜레스테롤 배변 줄 수 아캄 보지 물 지방 체지방 감소 줄 수
8000 메가비움 차전자피 환,"[차전자피식이섬유]
1) 혈중 콜레스테롤 개선 · 배변활동 원활에 도움을 줄 수 있음",피 식이섬유 콜레스테롤 배변 줄 수
88 감마리놀렌산&비타민D,"[감마리놀렌산 함유유지] 혈중 콜레스테롤 개선․혈행개선·월경전 변화에 의한 불편한 상태 개선· 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 비타민 칼슘 인 뼈 골다공증 감소
AERINA FAT BURNING,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

(1) 정상적인 혈액응고에 필요
(2) 뼈의 구성에 필요

항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요",항산화 체지방 감소 콜레스테롤 줄 수 혈액 뼈 구성 항산화 산소 칼슘 인 뼈 골다공증 감소 곳 피부 점막 상피세포
ALBUTAREX 알부타렉스,"1) 녹차추출물 : 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
2) 가르시니아캄보지아 추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 아캄 보지 물 지방 체지방 감소 줄 수
삼성체인미 쾌변의신,혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
삼앤컷,①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
삼육당이오,"[이눌린 제품]1. 콜레스테롤 개선 2. 식후혈당상승억제 3. 배변활동 원활
",눌린 콜레스테롤 식후 혈당 상승 배변
상아데일리시니어,"[은행잎추출물]기억력 개선·혈행 개선에 도움을 줄 수 있음

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[녹차추출물]①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음",은행 잎 물 기억 혈행 줄 수 비타민 칼슘 인 뼈 골다공증 감소 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
상쾌쾌변 차전자피식이섬유,혈중 콜레스테롤 개선･배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
상쾌한 날,①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
상쾌한 변화,①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
상쾌한 슬림화이바,"(가) 혈중 콜레스테롤 개선에 도움을 줄 수 있음
(나) 배변활동 원활에 도움을 줄 수 있음",콜레스테롤 줄 수 배변 줄 수
상쾌한 차전자피환,"[차전자피 식이섬유]
1)혈중 콜레스테롤 개선 · 배변활동 원활에 도움을 줄 수 있음",차 피 식이섬유 콜레스테롤 배변 줄 수
상쾌한 하루 클린화이버,"1) 차전자피식이섬유 : 배변활동 원활에 도움을 줄 수 있음, 혈중 콜레스테롤 개선에 도움을 줄 수 있음. 
",피 식이섬유 배변 줄 수 콜레스테롤 줄 수
새벽바다식이섬유파워,"[이눌린 제품]1. 콜레스테롤 개선 2. 식후혈당상승억제 3. 배변활동 원활
",눌린 콜레스테롤 식후 혈당 상승 배변
생각없음,[녹차추출물] ①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
생각없음,[녹차추출물]①항산화․체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
생그린 체지방 감소&카테킨 프리미엄,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

(1) 정상적인 엽산 대사에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요",항산화 체지방 감소 콜레스테롤 줄 수 에너지 생 지방 단백질 에너지 생 엽산 단백질 아미노산 혈액 시스테인 에너지 에너지 생
생그린 혈당·혈압·콜레스테롤 & 바나바 컨트롤 밸런스,"[바나바잎 추출물] ①식후 혈당상승 억제에 도움을 줄 수 있음

[은행잎추출물] 기억력 개선･혈행 개선에 도움을 줄 수 있음

[코엔자임Q10] 항산화·높은 혈압 감소에 도움을 줄 수 있음

[홍국] 혈중 콜레스테롤 개선에 도움을 줄 수 있음",바나바 잎 물 식후 혈당 상승 줄 수 은행 잎 물 기억 혈행 줄 수 코엔자임 항산화 혈압 감소 줄 수 홍국 콜레스테롤 줄 수
샤이닝 골드,"1. 혈중 콜레스테롤 개선·혈행개선에 도움을 줄 수 있음
2. 월경전 변화에 의한 부편한 상태 개선에 도움을 줄 수 있음
3. 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음",콜레스테롤 혈행 줄 수 경전 변화 부편 상태 줄 수 면역 과민반응 피부 상태 줄 수
샤인핏,"탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음",지방 체지방 감소 줄 수 항산화 체지방 감소 콜레스테롤 줄 수
샤프컷 다이어트,"[녹차추출물] 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
[홍경천추출물] 스트레스로 인한 피로 개선에 도움을 줄 수 있음 
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요 
[비타민B2] 체내 에너지 생성에 필요",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 홍 물 스트레스 피로 줄 수 셀렌 산소 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생
"서퍼데이, 제로샷","[녹차추출물] 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
[바나바잎 추출물] 식후 혈당상승 억제에 도움을 줄 수 있음",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 바나바 잎 물 식후 혈당 상승 줄 수
서플리 미트,①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
서플리 미트,[녹차추출물] ①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
서플리미트,1. 항산화에 도움을 줄 수 있음 2.체지방 감소에 도움을 줄 수 있음3. 혈중 콜레스테롤 개손에 도움을 줄 수 있음,항산화 줄 수 체지방 감소 줄 수 콜레스테롤 개손 줄 수
서플리미트,항산화 ･ 체지방 감소 ･ 혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
서흥 달맞이꽃종자유,"(비타민 E)①유해산소로부터 세포를 보호하는데 필요

(감마리놀렌산 함유 유지제품)①혈중 콜레스테롤 개선·혈행개선·피부상태 개선·월경전 변화에 의한 불편한 상태 개선·면역과민 반응 의한 피부 상태 개선에 도움을 줄 수 있음에 도움을 줄 수 있음",비타민 산소 감마 리놀렌산 콜레스테롤 혈행 피부 상태 경전 변화 상태 면역 과민 반응 피부 상태 줄 수 음 줄 수
서흥레시틴,"
①콜레스테롤 개선 ",콜레스테롤
선비움,혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
선택하라더블다이어트가르시니아녹차,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①유해산소로부터 세포를 보호하는데 필요",지방 체지방 감소 항산화 체지방 감소 콜레스테롤 줄 수 에너지 에너지 생 단백질 아미노산 혈액 시스테인 면역 산소
세노메가 콜레다운,"1) EPA 및 DHA 함유 유지 : 혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음.
2) 녹차추출물 : 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음.
3) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.",중성 지질 혈행 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 비타민 항산화 산소
세담 다이어트,"[차전자피식이섬유] ①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음
[녹차추출물] ①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음",피 식이섬유 콜레스테롤 배변 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
세라비움,"[차전자피식이섬유]
- 혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음",피 식이섬유 콜레스테롤 배변 줄 수
세라엑스 혈당콜레스테롤 프로케어,"①식후 혈당상승 억제에 도움을 줄 수 있음

-기억력 개선·혈행 개선에 도움을 줄 수 있음

혈중 콜레스테롤 개선에 도움을 줄 수 있음

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",식후 혈당 상승 줄 수 기억 혈행 줄 수 콜레스테롤 줄 수 면역
세라컷,"[비타민B1](1) 탄수화물과 에너지 대사에 필요

[비타민B2](1) 체내 에너지 생성에 필요

[나이아신]①체내 에너지 생성에 필요

[판토텐산](1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[녹차추출물]①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 엽산 혈액 생 태아 경관 혈액 시스테인 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 비타민 철 항산화 산소
세렌 컴포트 보라지유 앤 코큐텐,"[감마리놀렌산 함유 유지]
혈중 콜레스테롤 개선･혈행개선･월경전 변화에 의한 불편한 상태 개선･면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
[코엔자임Q10]
①항산화·높은 혈압 감소에 도움을 줄 수 있음
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 코엔자임 항산화 혈압 감소 줄 수 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소
세리번 블루맨 올인원,"1. 가르시니아캄보지아 추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
2. 녹차 추출물 : 항산화․체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
3. 밀크씨슬(카르두스 마리아누스) 추출물 : 간 건강에 도움을 줄 수 있음 
4. 옥타코사놀 함유 유지 : 지구력 증진에 도움을 줄 수 있음 
5. 비타민 B1 : 탄수화물과 에너지 대사에 필요 
6. 비타민 B2 : 체내 에너지 생성에 필요 
7. 비타민 B6 : (가) 단백질 및 아미노산 이용에 필요 (나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 
8. 비타민 C : (가) 결합조직 형성과 기능유지에 필요 (나) 철의 흡수에 필요 (다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
9. 나이아신 : 체내 에너지 생성에 필요 
10. 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
11. 아연 : (가) 정상적인 면역기능에 필요 (나) 정상적인 세포분열에 필요",아캄 보지 물 지방 체지방 감소 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 밀크 슬 카르 스 마리 아누 스 물 간 줄 수 옥 타코 놀 지구력 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 철 항산화 산소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 아연 면역
세리번 블루맨 올인원,"가르시니아캄보지아 추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
녹차추출물 : 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
비타민 C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
밀크씨슬(카르두스 마리아누스) 추출물 : 간 건강에 도움을 줄 수 있음
나이아신 : (1) 체내 에너지 생성에 필요
판토텐산 : (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
옥타코사놀 함유 유지 : 지구력 증진에 도움을 줄 수 있음
비타민 B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민 B1 : (1) 탄수화물과 에너지 대사에 필요
비타민 B2 : (1) 체내 에너지 생성에 필요
요오드 : (1) 갑상선 호르몬의 합성에 필요 (2) 에너지 생성에 필요 (3) 신경발달에 필요",아캄 보지 물 지방 체지방 감소 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 비타민 철 항산화 산소 밀크 슬 카르 스 마리 아누 스 물 간 줄 수 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 아연 면역 옥 타코 놀 지구력 줄 수 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 요오드 갑상선 호르몬 에너지 생
세리번 비우밍 다이어트,"①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음

탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음",콜레스테롤 배변 줄 수 지방 체지방 감소 줄 수
세리컷 스타터 블루밍,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
-기억력 개선·혈행 개선에 도움을 줄 수 있음 
(1) 체내 에너지 생성에 필요
①체내 에너지 생성에 필요
①유해산소로부터 세포를 보호하는데 필요",항산화 체지방 감소 콜레스테롤 줄 수 기억 혈행 줄 수 에너지 생 에너지 생 산소
세리컷 알파 카페,"[차전자피식이섬유] 혈중 콜레스테롤 개선․배변활동 원활에 도움을 줄 수 있음
[가르시니아캄보지아추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음",피 식이섬유 콜레스테롤 배변 줄 수 아캄 보지 물 지방 체지방 감소 줄 수
세모 스피루리나,항산화 · 혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 콜레스테롤 줄 수
세모 클로렐라,"[클로렐라 제품]①피부건강에 도움을 줄 수 있음 ②항산화에 도움을 줄 수 있음 ③면역력 증진에 도움을 줄 수 있음 ④혈중 콜레스테롤 개선에 도움을 줄 수 있음
",클로렐라 피부 줄 수 항산화 줄 수 면역 줄 수 콜레스테롤 줄 수
세븐데이즈,"[키토산] ①혈중 콜레스테롤 개선에 도움을 줄 수 있음
[녹차추출물] ①항산화에 도움을 줄 수 있음 ②체지방 감소에 도움을 줄 수 있음 ②혈중 콜레스테롤 개선에 도움을 줄 수 있음
[밀크씨슬추출물] ①간 건강에 도움을 줄 수 있음
[코엔자임Q10] ①항산화에 도움을 줄 수 있음 ②높은 혈압 감소에 도움을 줄 수 있음",키토산 콜레스테롤 줄 수 녹차 물 항산화 줄 수 체지방 감소 줄 수 콜레스테롤 줄 수 밀크 슬 물 간 줄 수 코엔자임 항산화 줄 수 혈압 감소 줄 수
세븐데이즈세븐,①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
세이브 플러스 골드,혈중 콜레스테롤 개선･배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
세이헬스 감마리놀렌산,-혈중 콜레스테롤 개선·혈행개선·월경전 변화에 의한 불편한 상태 개선·면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음,콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수
세이헬스 녹차추출물,[녹차추출물] ①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
세이헬스 홍국,[홍국] ①혈중 콜레스테롤 개선에 도움을 줄 수 있음,홍국 콜레스테롤 줄 수
세젤 가벼운,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①배변활동 원활에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",항산화 체지방 감소 콜레스테롤 줄 수 배변 줄 수 철 산소 산소 면역 지방 단백질 에너지 생 혈액 생 태아 경관 혈액 시스테인
세종 포스파티딜콜린,[레시틴] 혈중 콜레스테롤 개선에 도움을 줄 수 있음,레시틴 콜레스테롤 줄 수
센 톡스 (CEN TALKS),①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
센스텐,"[은행잎추출물]①기억력 개선·혈행 개선에 도움을 줄 수 있음
[홍국]①혈중 콜레스테롤 개선에 도움을 줄 수 있음
[바나바잎추출물]①식후 혈당상승 억제에 도움을 줄 수 있음
[코엔자임Q10]①항산화·높은 혈압 감소에 도움을 줄 수 있음",은행 잎 물 기억 혈행 줄 수 홍국 콜레스테롤 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 코엔자임 항산화 혈압 감소 줄 수
셀레나 우먼스케어 감마리놀렌산,"[은행잎추출물] 기억력 개선·혈행 개선에 도움을 줄 수 있음.
[감마리놀렌산유지] 혈중 콜레스테롤 개선·혈행개선·월경전 변화에 의한 불편한 상태 개선· 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음.
[비타민B6] 단백질 및 아미노산 이용에 필요. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
",은행 잎 물 기억 혈행 줄 수 감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 비타민 단백질 아미노산 혈액 시스테인
셀렉스 썬화이버 구아검 프리바이오틱스,"(가)혈중 콜레스테롤 개선애 도움을 줄 수 있음
(나)식후 혈당상승 억제에 도움을 줄 수 있음
(다)배변활동 원활에 도움을 줄 수 있음
(라)장내 유익균 증식에 도움을 줄 수 있음
",콜레스테롤 애 줄 수 식후 혈당 상승 줄 수 배변 줄 수 장내 유익 균 줄 수
셀렉스 카테킨,항산화 · 체지방 감소 · 혈중 콜레스테롤 개선에 도움을 줄 수 있음. ,항산화 체지방 감소 콜레스테롤 줄 수
셀렉스 프로틴 식이섬유,"①근육, 결합조직 등 신체조직의 구성성분②효소, 호르몬, 항체의 구성에 필요③체내 필수 영양성분이나 활성물질의 운반과 저장에 필요④체액, 산-염기의 균형 유지에 필요⑤에너지, 포도당, 지질의 합성에 필요

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

(1) 탄수화물과 에너지 대사에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

(1) 정상적인 혈액응고에 필요
(2) 뼈의 구성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①체내 에너지 생성에 필요

①혈중 콜레스테롤 개선·식후 혈당상승 억제·장내 유익균 증식·배변활동 원활에 도움을 줄 수 있음,1) 단백질
(가) 근육, 결합조직 등 신체조직의 구성성분
(나) 효소, 호르몬, 항체의 구성에 필요
(다) 체내 필수 영양성분이나 활성물질의 운반과 저장에 필요
(라) 체액, 산-염기의 균형 유지에 필요
(마) 에너지, 포도당, 지질의 합성에 필요

2) 칼슘
(가) 뼈와 치아 형성에 필요
(나) 신경과 근육 기능 유지에 필요
(다) 정상적인 혈액응고에 필요
(라) 골다공증발생 위험 감소에 도움을 줌

3) 아연
(가) 정상적인 면역기능에 필요
(나) 정상적인 세포분열에 필요

4) 비타민D
(가) 칼슘과 인이 흡수되고 이용되는데 필요
(나) 뼈의 형성과 유지에 필요
(다) 골다공증발생 위험 감소에 도움을 줌

5) 비타민B1 
-탄수화물과 에너지 대사에 필요
6) 판토텐산
-지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

7) 비타민B6
(가) 단백질 및 아미노산 이용에 필요
(나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

8) 비타민K
(가) 정상적인 혈액응고에 필요
(나) 뼈의 구성에 필요

9) 비오틴
- 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

10) 나이아신
- 체내 에너지 생성에 필요

11) 구아검 가수분해물
- 장내 유익균 증식에 도움을 줄 수 있음",근육 신체 조직 구성 성분 효소 호르몬 항체 구성 필수 영양성분 활 물질 운반 저장 체액 산 염기 균형 에너지 포도당 지질 뼈 치아 신경 근육 혈액 골다공증 감소 에너지 지방 단백질 에너지 생 단백질 아미노산 혈액 시스테인 칼슘 인 뼈 골다공증 감소 면역 혈액 뼈 구성 지방 단백질 에너지 생 에너지 생 콜레스테롤 식후 혈당 상승 장내 유익 균 배변 줄 수 단백질 근육 신체 조직 구성 성분 효소 호르몬 항체 구성 필수 영양성분 활 물질 운반 저장 체액 산 염기 균형 마 에너지 포도당 지질 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 아연 면역 비타민 칼슘 인 뼈 골다공증 감소 비타민 에너지 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 혈액 뼈 구성 비오틴 지방 단백질 에너지 생 나이아신 에너지 생 구아검 가수분해 물 장내 유익 균 줄 수
셀로맥스 이피오 달맞이꽃종자유,-혈중 콜레스테롤 개선·혈행개선·월경전 변화에 의한 불편한 상태 개선·면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음,콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수
셀로맥스 콜케어,"[국문]체지방 감소에 도움을 줄 수 있음, 혈중 콜레스테롤 개선에 도움을 줄 수 있음
[영문]May help to reduce body fat,  May help to improve blood cholesterol

①혈중 콜레스테롤 개선에 도움을 줄 수 있음

①체내 탄수화물, 지방, 단백질 대사에 관여",체지방 감소 줄 수 콜레스테롤 줄 수 콜레스테롤 줄 수 지방 단백질 관여
셀티바 글루트랙 액티브 PK,"1) 녹차추출물 : 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음.
2) 바나바잎추출물 : 식후 혈당상승 억제에 도움을 줄 수 있음.
3) 콜레우스포스콜리추출물 : 체지방 감소에 도움을 줄 수 있음.
4) 비타민B1 : 탄수화물과 에너지 대사에 필요.
5) 비타민B2 : 체내 에너지 생성에 필요.
6) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
7) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
8) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요.
9) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 콜 레우스 포스 콜리 물 체지방 감소 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 철 항산화 산소 판토텐산 지방 단백질 에너지 생 셀렌 산소
셀티바 대장비움,[차전자피식이섬유] 혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음 ,피 식이섬유 콜레스테롤 배변 줄 수
셀티바 우먼스 릴리프,"[감마리놀렌산함유유지]
혈중 콜레스테롤 개선· 혈행개선· 월경전 변화에 의한 불편한 상태 개선 ·면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

[테아닌] ① 스트레스로 인한 긴장완화에 도움을 줄 수 있음

[히알루론산] 피부보습에 도움을 줄 수 있음

[비타민C] ①결합조직 형성과 기능유지에 필요 ②철의 흡수에 필요 ③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 테아닌 스트레스 긴장 완화 줄 수 히알루론산 피부 보습 줄 수 비타민 철 항산화 산소
소멸캡슐,[녹차추출물] 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
소멸캡슐5.0,[녹차추출물] ①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
