제품명,기능성,processed_text
스노브 에너지 마그네슘,"[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민 B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",마그네슘 에너지 신경 근육 아연 면역 비타민 단백질 아미노산 혈액 시스테인
스마일렌 칼슘마그네슘 콤플렉스,"①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",칼슘 인 뼈 골다공증 감소 뼈 치아 신경 근육 혈액 골다공증 감소 에너지 신경 근육 면역
스마일케어골드,"①항산화에 도움을 줄 수 있음

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요",항산화 줄 수 뼈 치아 신경 근육 혈액 골다공증 감소 철 산소
스마타민멀티비타민미네랄,"[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민K]①정상적인 혈액응고에 필요②뼈의 구성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[크롬]①체내 탄수화물, 지방, 단백질 대사에 관여
",비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육 아연 면역 셀레늄 셀렌 산소 망간 뼈 에너지 산소 구리 철 운반 산소 크롬 지방 단백질 관여
스마타민블루파우더,"[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민K]①정상적인 혈액응고에 필요②뼈의 구성에 필요
[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[크롬]①체내 탄수화물, 지방, 단백질 대사에 관여",비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 비타민 혈액 뼈 구성 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육 셀레늄 셀렌 산소 아연 면역 망간 뼈 에너지 산소 구리 철 운반 산소 크롬 지방 단백질 관여
스마트 플러스(Smart Plus),"[홍삼제품]①면역력 증진②피로개선③혈소판 응집 억제를 통한 혈액흐름④기억력 개선⑤항산화에 도움을 줄 수 있음
[테아닌]스트레스로 인한 긴장 완화에 도움을 줄 수 있음
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
   ",홍삼 면역 피로 혈액 기억 항산화 줄 수 테아닌 스트레스 긴장 완화 줄 수 마그네슘 에너지 신경 근육 아연 면역
스마트 혈당케어,"[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[셀렌] ①유해산소로부터 세포를 보호하는데 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[바나바잎 추출물] ①식후 혈당상승 억제에 도움을 줄 수 있음
[크롬] ①체내 탄수화물, 지방, 단백질 대사에 관여",마그네슘 에너지 신경 근육 셀렌 산소 아연 면역 바나바 잎 물 식후 혈당 상승 줄 수 크롬 지방 단백질 관여
스마트마그네슘250,"[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
",마그네슘 에너지 신경 근육 비타민 단백질 아미노산 혈액 시스테인
스마트본,"[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 비타민 칼슘 인 뼈 골다공증 감소
스마트원팩,"[밀크씨슬추출물] 간 건강에 도움을 줄 수 있음 
[비타민B1] 탄수화물과 에너지 대사에 필요 
[비타민B2] 체내 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[테아닌] 스트레스로 인한 긴장완화에 도움을 줄 수 있음 
[마그네슘] 에너지 이용에 필요 / 신경과 근육 기능 유지에 필요 
[EPA 및 DHA 함유 유지] 혈중 중성지질 개선 · 혈행 개선 · 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음 
[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[헤마토코쿠스추출물] 눈의 피로도 개선에 도움을 줄 수 있음 
[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",밀크 슬 물 간 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생 테아닌 스트레스 긴장 완화 줄 수 마그네슘 에너지 신경 근육 중성 지질 혈행 눈 눈 줄 수 마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 헤 마토 코 쿠스 물 눈 피로 줄 수 비타민 곳 피부 점막 상피세포 비타민 항산화 산소
스마트큐프리미엄,"[테아닌 제품]① 스트레스로 인한 긴장완화에 도움을 줄 수 있음
[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
",테아닌 스트레스 긴장 완화 줄 수 홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수 마그네슘 에너지 신경 근육 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 생 아연 면역 비타민 에너지
스위치온 다이어트 프로그램,"[가르시니아캄보지아추출물] ①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[단백질] ①근육, 결합조직 등 신체조직의 구성성분②효소, 호르몬, 항체의 구성에 필요③체내 필수 영양성분이나 활성물질의 운반과 저장에 필요④체액, 산-염기의 균형 유지에 필요⑤에너지, 포도당, 지질의 합성에 필요

[나이아신] ①체내 에너지 생성에 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",아캄 보지 물 지방 체지방 감소 줄 수 단백질 근육 신체 조직 구성 성분 효소 호르몬 항체 구성 필수 영양성분 활 물질 운반 저장 체액 산 염기 균형 에너지 포도당 지질 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 아연 면역
스키니 핏 다이어트 유산균 프로틴,"단백질 : (1) 근육, 결합조직 등 신체조직의 구성성분 (2) 효소, 호르몬, 항체의 구성에 필요 (3) 체내 필수 영양성분이나 활성물질의 운반과 저장에 필요 (4) 체액, 산-염기의 균형 유지에 필요 (5) 에너지, 포도당, 지질의 합성에 필요
Lactobacillus 복합물 HY7601 + KY1032(제2019-4호) : (국문) 체지방 감소에 도움을 줄 수 있음 (영문) May help to reduce body fat, 유산균 증식 및 유해균 억제에 도움을 줄 수 있음, 배변활동 원활에 도움을 줄 수 있음, 장 건강에 도움을 줄 수 있음
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌",단백질 근육 신체 조직 구성 성분 효소 호르몬 항체 구성 필수 영양성분 활 물질 운반 저장 체액 산 염기 균형 에너지 포도당 지질 복합 물 호 체지방 감소 줄 수 유산균 균 줄 수 배변 줄 수 장 줄 수 비타민 칼슘 인 뼈 골다공증 감소
스타멀티맥스23,"1) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
2) 비타민B1 : 탄수화물과 에너지 대사에 필요.
3) 비타민B2 : 체내 에너지 생성에 필요.
4) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
5) 비타민B12 : 정상적인 엽산 대사에 필요.
6) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
7) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
8) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
9) 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요. 
10) 나이아신 : 체내 에너지 생성에 필요.　
11) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
12) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
13) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
14) 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌.
15) 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요.
16) 철 : 체내 산소운반과 혈액생성에 필요, 에너지 생성에 필요.
17) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
18) 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
19) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
20) 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요. 
21) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요. 
22) 몰리브덴 : 산화 · 환원 효소의 활성에 필요. 
23) 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여.",비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육 철 산소 운반 혈액 생 에너지 생 아연 면역 구리 철 운반 산소 셀렌 산소 요오드 갑상선 호르몬 에너지 생 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
스텝 3 거침없이 하이키즈업,"[칼슘] ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[나이아신] ①체내 에너지 생성에 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[판토텐산] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민K] (1) 정상적인 혈액응고에 필요(2) 뼈의 구성에 필요",칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 나이아신 에너지 생 비타민 곳 피부 점막 상피세포 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 혈액 뼈 구성
스트레스 날린 나를 보다,"① 스트레스로 인한 긴장완화에 도움을 줄 수 있음

①에너지 이용에 필요②신경과 근육 기능 유지에 필요",스트레스 긴장 완화 줄 수 에너지 신경 근육
스트레스 릴렉스 테아닌 250,"1)테아닌-①스트레스로 인한 긴장완화에 도움을 줄 수 있음
2)비타민B6-①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
3)비타민C-①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
4)판토텐산-①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
5)마그네슘-①에너지 이용에 필요②신경과 근육 기능 유지에 필요
6)아연-①정상적인 면역기능에 필요②정상적인 세포분열에 필요",테아닌 스트레스 긴장 완화 줄 수 비타민 단백질 아미노산 혈액 시스테인 비타민 철 항산화 산소 판토텐산 지방 단백질 에너지 생 마그네슘 에너지 신경 근육 아연 면역
스트레스 릴렉스 테아닌 250,"① 스트레스로 인한 긴장완화에 도움을 줄 수 있음

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요",스트레스 긴장 완화 줄 수 단백질 아미노산 혈액 시스테인 철 항산화 산소 지방 단백질 에너지 생 에너지 신경 근육 면역
스트레스 비타믹스 ,"[테아닌] ① 스트레스로 인한 긴장완화에 도움을 줄 수 있음

[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",테아닌 스트레스 긴장 완화 줄 수 마그네슘 에너지 신경 근육 비타민 단백질 아미노산 혈액 시스테인 비타민 철 항산화 산소 판토텐산 지방 단백질 에너지 생 아연 면역
스트레스 비타믹스 골드 ,"[테아닌] ①스트레스로 인한 긴장완화에 도움을 줄 수 있음
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요",테아닌 스트레스 긴장 완화 줄 수 판토텐산 지방 단백질 에너지 생 마그네슘 에너지 신경 근육
스트레스 엑스 L-테아닌/홍경천,"[테아닌]
① 스트레스로 인한 긴장완화에 도움을 줄 수 있음
[마그네슘]
①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[홍경천 추출물]
스트레스로 인한 피로 개선에 도움을 줄 수 있음",테아닌 스트레스 긴장 완화 줄 수 마그네슘 에너지 신경 근육 홍 경천 물 스트레스 피로 줄 수
스트레스 엔 테아닌,"[테아닌] ① 스트레스로 인한 긴장완화에 도움을 줄 수 있음

[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",테아닌 스트레스 긴장 완화 줄 수 마그네슘 에너지 신경 근육 비타민 단백질 아미노산 혈액 시스테인 비타민 철 항산화 산소 판토텐산 지방 단백질 에너지 생 아연 면역
스트레스 엔 테아닌 프리미엄,"① 스트레스로 인한 긴장완화에 도움을 줄 수 있음
,①에너지 이용에 필요②신경과 근육 기능 유지에 필요",스트레스 긴장 완화 줄 수 에너지 신경 근육
스트레스 엔 피로 개선 & 간 건강 면역 에너지 샷 (Stress and Fatigue & Liver Care Immune Energy Shot),"[마그네슘] 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[밀크씨슬(카르두스마리아누스)추출물] 간 건강에 도움을 줄 수 있음
[홍경천추출물] 스트레스로 인한 피로 개선에 도움을 줄 수 있음
[나이아신] 체내 에너지 생성에 필요
[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산] 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",마그네슘 에너지 신경 근육 아연 면역 밀크 슬 카르 스마 리아 누스 물 간 줄 수 홍 물 스트레스 피로 줄 수 나이아신 에너지 생 비타민 철 항산화 산소 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비오틴 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인
스트레스 케어 두알로 Stress Care Do All Low,"스트레스로 인한 피로 개선에 도움을 줄 수 있음

① 스트레스로 인한 긴장완화에 도움을 줄 수 있음

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌,홍경천 : 스트레스로 인한 피로 개선에 도움을 줄 수 있음
테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음
비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요",스트레스 피로 줄 수 스트레스 긴장 완화 줄 수 에너지 신경 근육 칼슘 인 뼈 골다공증 감소 홍 경천 스트레스 피로 줄 수 테아닌 스트레스 긴장 완화 줄 수 비타민 칼슘 인 뼈 골다공증 감소 마그네슘 에너지 신경 근육
스트레스 케어 슬립 솔루션 테아닌&아쉬아간다,"[마그네슘]
에너지 이용에 필요
신경과 근육 기능 유지에 필요

[테아닌]
스트레스로 인한 긴장완화에 도움을 줄 수 있음

[아쉬아간다 추출물(Shoden®)(제2022-27호)]
(국문) 수면건강에 도움을 줄 수 있음
(영문) May help to improve sleep quality",마그네슘 에너지 신경 근육 테아닌 스트레스 긴장 완화 줄 수 간다 물 호 수면 줄 수
스트레스 케어 테아닌 250,"① 스트레스로 인한 긴장완화에 도움을 줄 수 있음

①에너지 이용에 필요②신경과 근육 기능 유지에 필요",스트레스 긴장 완화 줄 수 에너지 신경 근육
스트레스 파이터,"[테아닌] ①스트레스로 인한 긴장완화에 도움을 줄 수 있음
[홍경천추출물] ①스트레스로 인한 피로 개선에 도움을 줄 수 있음
[마그네슘] ①에너지 이용에 필요 ②신경과 근육 기능 유지에 필요
[비타민 D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌",테아닌 스트레스 긴장 완화 줄 수 홍 물 스트레스 피로 줄 수 마그네슘 에너지 신경 근육 비타민 칼슘 인 뼈 골다공증 감소
스트레스 피로 개선 앤 마그네슘샷,"마그네슘 : (1) 에너지 이용에 필요 (2) 신경과 근육 기능 유지에 필요
홍경천 추출물 : 스트레스로 인한 피로 개선에 도움을 줄 수 있음
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
나이아신 : 체내 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요",마그네슘 에너지 신경 근육 홍 경천 물 스트레스 피로 줄 수 아연 면역 나이아신 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생
스트레스앤 테아닌 골드,"[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[판토텐산] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[테아닌] ① 스트레스로 인한 긴장완화에 도움을 줄 수 있음

[비타민B12] (1) 정상적인 엽산 대사에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",아연 면역 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 마그네슘 에너지 신경 근육 테아닌 스트레스 긴장 완화 줄 수 비타민 엽산 엽산 혈액 생 태아 경관 혈액 시스테인
스트레스엔 블루타임,"[테아닌] ① 스트레스로 인한 긴장완화에 도움을 줄 수 있음

[마그네슘] ①에너지 이용에 필요 ②신경과 근육 기능 유지에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요 ②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",테아닌 스트레스 긴장 완화 줄 수 마그네슘 에너지 신경 근육 비타민 단백질 아미노산 혈액 시스테인
스트레스엔 테아닌 츄어블,"①에너지 이용에 필요②신경과 근육 기능 유지에 필요
① 스트레스로 인한 긴장완화에 도움을 줄 수 있음
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",에너지 신경 근육 스트레스 긴장 완화 줄 수 단백질 아미노산 혈액 시스테인
스트레스지우개,"테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음

홍경천추출물 : 스트레스로 인한 피로개선에 도움을 줄 수 있음.

마그네슘 : ①에너지 이용에 필요②신경과 근육 기능 유지에 필요",테아닌 스트레스 긴장 완화 줄 수 홍 물 스트레스 피로 줄 수 마그네슘 에너지 신경 근육
스트레스케어,"1) 테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음.
2) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
3) 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요.
4) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요.",테아닌 스트레스 긴장 완화 줄 수 비타민 단백질 아미노산 혈액 시스테인 마그네슘 에너지 신경 근육 아연 면역
스트레스케어 테아닌 릴렉스라이크,"[마그네슘] 에너지 이용에 필요 / 신경과 근육 기능 유지에 필요
[테아닌] 스트레스로 인한 긴장완화에 도움을 줄 수 있음
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌",마그네슘 에너지 신경 근육 테아닌 스트레스 긴장 완화 줄 수 비타민 칼슘 인 뼈 골다공증 감소
